"Drug_name1","Drug_name2","OR","95.CI","Pvalue","ac"
"FUROSEMIDE, GABAPENTIN","GABAPENTIN",1.85,"(1.71, 1.99)","4.81e-51",4852
"TRAMADOL, CITALOPRAM","TRAMADOL",1.85,"(1.57, 2.17)","2.01e-12",2510
"VITAMIN D, GABAPENTIN","VITAMIN D",1.85,"(1.65, 2.06)","1.69e-25",3520
"OLANZAPINE, LISINOPRIL","OLANZAPINE",1.85,"(1.4, 2.4)","2.53e-05",1240
"ZOLPIDEM, CALCIUM CARBONATE","ZOLPIDEM",1.85,"(1.49, 2.27)","6.61e-08",3296
"SULFAMETHOXAZOLE, FUROSEMIDE","SULFAMETHOXAZOLE",1.85,"(1.59, 2.14)","1.14e-14",1208
"FUROSEMIDE, GRANISETRON","GRANISETRON",1.85,"(1.29, 2.58)","5.86e-04",238
"ENOXAPARIN, IPRATROPIUM BROMIDE","ENOXAPARIN",1.85,"(1.4, 2.4)","2.24e-05",938
"PANTOPRAZOLE, PREGABALIN","PANTOPRAZOLE",1.85,"(1.6, 2.13)","1.81e-15",3314
"TEMAZEPAM, CITALOPRAM","TEMAZEPAM",1.85,"(1.5, 2.25)","1.15e-08",1051
"SALBUTAMOL, DIAZEPAM","DIAZEPAM",1.85,"(1.61, 2.11)","3.52e-17",2427
"TERIPARATIDE, FLUTICASONE PROPIONATE","TERIPARATIDE",1.85,"(1.56, 2.17)","4.32e-12",4334
"MELPHALAN, BORTEZOMIB","BORTEZOMIB",1.85,"(1.45, 2.32)","7.15e-07",649
"ACETAMINOPHEN, ENALAPRIL","ENALAPRIL",1.85,"(1.6, 2.12)","2.29e-16",1391
"CLOPIDOGREL, IPRATROPIUM BROMIDE","IPRATROPIUM BROMIDE",1.85,"(1.52, 2.22)","8.74e-10",1215
"FENTANYL, HYDROCODONE","HYDROCODONE",1.84,"(1.69, 2.01)","2.74e-42",4590
"PROCHLORPERAZINE, DEXAMETHASONE","PROCHLORPERAZINE",1.84,"(1.61, 2.1)","3.22e-19",1033
"SIMVASTATIN, ISOSORBIDE DINITRATE","ISOSORBIDE DINITRATE",1.84,"(1.44, 2.34)","7.97e-07",351
"TRIMETHOPRIM, DEXAMETHASONE","DEXAMETHASONE",1.84,"(1.6, 2.12)","2.10e-15",2534
"ALPRAZOLAM, HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE",1.84,"(1.65, 2.05)","3.77e-26",5169
"ROSUVASTATIN, DILTIAZEM","DILTIAZEM",1.84,"(1.51, 2.24)","7.63e-09",1848
"SERTRALINE, LANSOPRAZOLE","LANSOPRAZOLE",1.84,"(1.59, 2.13)","2.63e-15",3261
"PREGABALIN, EZETIMIBE","PREGABALIN",1.84,"(1.51, 2.24)","7.22e-09",3495
"METOLAZONE, FUROSEMIDE","METOLAZONE",1.84,"(1.4, 2.46)","4.74e-06",352
"OMEPRAZOLE, FENTANYL","OMEPRAZOLE",1.84,"(1.66, 2.04)","2.87e-28",6244
"MIRTAZAPINE, TRAMADOL","TRAMADOL",1.84,"(1.49, 2.26)","4.22e-08",2510
"QUINAPRIL, FUROSEMIDE","FUROSEMIDE",1.84,"(1.54, 2.19)","1.25e-10",6619
"PAMIDRONATE, DOCETAXEL","PAMIDRONATE",1.84,"(1.55, 2.18)","1.30e-11",1561
"METFORMIN, QUETIAPINE","QUETIAPINE",1.84,"(1.55, 2.18)","2.11e-11",2018
"ROSUVASTATIN, CARVEDILOL","CARVEDILOL",1.84,"(1.58, 2.15)","1.77e-13",2012
"PREDNISONE, TRIAMCINOLONE","TRIAMCINOLONE",1.84,"(1.52, 2.22)","6.76e-10",881
"METOLAZONE, POTASSIUM CHLORIDE","POTASSIUM CHLORIDE",1.84,"(1.55, 2.18)","1.97e-11",2515
"PAROXETINE, DICLOFENAC","DICLOFENAC",1.84,"(1.47, 2.29)","3.59e-07",1707
"ATORVASTATIN, TRAZODONE","TRAZODONE",1.84,"(1.58, 2.15)","1.12e-13",1647
"METFORMIN, PAROXETINE","PAROXETINE",1.84,"(1.57, 2.16)","1.38e-12",2819
"LORATADINE, VITAMIN D","LORATADINE",1.84,"(1.47, 2.29)","3.05e-07",1155
"CLONAZEPAM, LANSOPRAZOLE","LANSOPRAZOLE",1.84,"(1.58, 2.13)","3.05e-14",3261
"OMEPRAZOLE, VALACICLOVIR","VALACICLOVIR",1.84,"(1.46, 2.3)","2.98e-07",795
"METOPROLOL, ISOSORBIDE DINITRATE","METOPROLOL",1.84,"(1.55, 2.18)","5.22e-11",6198
"LORAZEPAM, SIMVASTATIN","LORAZEPAM",1.84,"(1.64, 2.06)","3.48e-23",3224
"FUROSEMIDE, INSULIN REGULAR","INSULIN REGULAR",1.84,"(1.51, 2.24)","2.04e-09",524
"ROPINIROLE, FUROSEMIDE","ROPINIROLE",1.84,"(1.44, 2.33)","1.33e-06",562
"ACETAMINOPHEN, DICYCLOMINE","ACETAMINOPHEN",1.84,"(1.53, 2.2)","3.46e-10",10717
"ACETAMINOPHEN, GLIPIZIDE","ACETAMINOPHEN",1.84,"(1.61, 2.09)","7.69e-18",10717
"DIGOXIN, FENOFIBRATE","DIGOXIN",1.84,"(1.44, 2.32)","1.42e-06",1683
"METOPROLOL, TRAMADOL","TRAMADOL",1.84,"(1.62, 2.08)","2.54e-20",2510
"LEVOTHYROXINE, LIDOCAINE","LEVOTHYROXINE",1.84,"(1.51, 2.22)","4.35e-09",8111
"ZOLPIDEM, HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE",1.84,"(1.64, 2.06)","3.54e-23",5169
"LORAZEPAM, PACLITAXEL","LORAZEPAM",1.84,"(1.52, 2.21)","1.14e-09",3224
"ACETYLSALICYLIC ACID, CETIRIZINE","ACETYLSALICYLIC ACID",1.84,"(1.63, 2.07)","1.03e-21",13865
"FLUTICASONE PROPIONATE, IRON","IRON",1.84,"(1.55, 2.18)","2.78e-11",1796
"TEMAZEPAM, FUROSEMIDE","TEMAZEPAM",1.84,"(1.58, 2.14)","1.39e-14",1051
"IPRATROPIUM BROMIDE, LEVOTHYROXINE","IPRATROPIUM BROMIDE",1.84,"(1.57, 2.14)","1.25e-13",1215
"METOPROLOL, DEXAMETHASONE","METOPROLOL",1.84,"(1.63, 2.07)","1.29e-21",6198
"METFORMIN, PAROXETINE","METFORMIN",1.84,"(1.57, 2.15)","1.05e-12",4985
"MAGNESIUM SULFATE, POTASSIUM CHLORIDE","MAGNESIUM SULFATE",1.84,"(1.41, 2.39)","6.18e-06",261
"SODIUM CHLORIDE, ACETAMINOPHEN","SODIUM CHLORIDE",1.84,"(1.43, 2.36)","1.39e-06",275
"FOLIC ACID, INSULIN GLARGINE","FOLIC ACID",1.84,"(1.46, 2.29)","4.28e-07",2656
"NITROGLYCERIN, ACETAMINOPHEN","ACETAMINOPHEN",1.84,"(1.67, 2.03)","1.18e-30",10717
"QUETIAPINE, FLUOXETINE","QUETIAPINE",1.84,"(1.56, 2.16)","3.88e-12",2018
"BUPROPION, LISINOPRIL","BUPROPION",1.84,"(1.57, 2.15)","5.51e-13",2031
"DIGOXIN, DILTIAZEM","DIGOXIN",1.84,"(1.59, 2.12)","1.23e-15",1683
"TRAZODONE, VITAMIN D","TRAZODONE",1.84,"(1.5, 2.23)","7.13e-09",1647
"STAVUDINE, TENOFOVIR","STAVUDINE",1.84,"(1.34, 2.5)","1.13e-04",191
"ACETYLSALICYLIC ACID, CYCLOBENZAPRINE","CYCLOBENZAPRINE",1.84,"(1.62, 2.08)","4.96e-21",1624
"DEXAMETHASONE, LEVOTHYROXINE","DEXAMETHASONE",1.84,"(1.58, 2.13)","6.58e-14",2534
"TIOTROPIUM, ZOLPIDEM","ZOLPIDEM",1.84,"(1.5, 2.23)","9.89e-09",3296
"RISPERIDONE, ALPRAZOLAM","RISPERIDONE",1.84,"(1.46, 2.29)","6.62e-07",1269
"METOPROLOL, CIPROFLOXACIN","CIPROFLOXACIN",1.84,"(1.58, 2.13)","1.21e-14",2140
"PHENYTOIN, LEVETIRACETAM","LEVETIRACETAM",1.84,"(1.47, 2.28)","1.74e-07",702
"POTASSIUM CHLORIDE, CLONAZEPAM","CLONAZEPAM",1.84,"(1.56, 2.15)","2.77e-12",3169
"METFORMIN, HYDROXOCOBALAMIN","METFORMIN",1.84,"(1.46, 2.29)","4.34e-07",4985
"METFORMIN, FENTANYL","FENTANYL",1.84,"(1.5, 2.23)","9.08e-09",2767
"METFORMIN, OXYCODONE","OXYCODONE",1.84,"(1.63, 2.06)","1.30e-21",4418
"OMEPRAZOLE, LAMOTRIGINE","LAMOTRIGINE",1.84,"(1.38, 2.4)","3.75e-05",1341
"ROFECOXIB, TRAMADOL","TRAMADOL",1.84,"(1.57, 2.14)","2.11e-13",2510
"ESOMEPRAZOLE, HYDROCODONE","HYDROCODONE",1.84,"(1.68, 2.01)","8.17e-36",4590
"NAPROXEN, LANSOPRAZOLE","NAPROXEN",1.84,"(1.5, 2.22)","7.03e-09",2071
"ZOLPIDEM, BUPROPION","ZOLPIDEM",1.84,"(1.61, 2.08)","1.49e-18",3296
"METHYLPREDNISOLONE, ENOXAPARIN","ENOXAPARIN",1.83,"(1.39, 2.38)","1.91e-05",938
"LOSARTAN, EZETIMIBE","LOSARTAN",1.83,"(1.56, 2.15)","1.48e-12",2378
"AZITHROMYCIN, CEFTRIAXONE","AZITHROMYCIN",1.83,"(1.48, 2.25)","3.71e-08",1267
"METFORMIN, NITROGLYCERIN","METFORMIN",1.83,"(1.56, 2.14)","6.67e-13",4985
"HYDROCHLOROTHIAZIDE, HYDROCODONE","HYDROCODONE",1.83,"(1.67, 2.01)","6.59e-35",4590
"METOPROLOL, GABAPENTIN","GABAPENTIN",1.83,"(1.68, 2)","1.31e-40",4852
"VITAMIN D, INFLIXIMAB","INFLIXIMAB",1.83,"(1.35, 2.44)","1.18e-04",1495
"ESCITALOPRAM, LISINOPRIL","ESCITALOPRAM",1.83,"(1.58, 2.12)","2.02e-14",2158
"SPIRONOLACTONE, HYDROCHLOROTHIAZIDE","SPIRONOLACTONE",1.83,"(1.51, 2.22)","3.94e-09",1531
"PHENYTOIN, CLONAZEPAM","PHENYTOIN",1.83,"(1.38, 2.4)","3.70e-05",652
"WARFARIN, HYDROCODONE","HYDROCODONE",1.83,"(1.67, 2.01)","7.29e-35",4590
"SALBUTAMOL, ESOMEPRAZOLE","ESOMEPRAZOLE",1.83,"(1.66, 2.03)","9.98e-29",4163
"ALPRAZOLAM, FENTANYL","ALPRAZOLAM",1.83,"(1.64, 2.05)","3.66e-24",3887
"ACETAMINOPHEN, WARFARIN","ACETAMINOPHEN",1.83,"(1.72, 1.96)","2.09e-65",10717
"ACYCLOVIR, ETOPOSIDE","ETOPOSIDE",1.83,"(1.16, 2.79)","6.73e-03",215
"METFORMIN, ALPRAZOLAM","METFORMIN",1.83,"(1.6, 2.1)","2.93e-16",4985
"POTASSIUM CHLORIDE, DEXAMETHASONE","POTASSIUM CHLORIDE",1.83,"(1.61, 2.08)","2.10e-18",2515
"QUETIAPINE, HYDROXYZINE","QUETIAPINE",1.83,"(1.42, 2.34)","5.21e-06",2018
"NYSTATIN, TRIMETHOPRIM","TRIMETHOPRIM",1.83,"(1.44, 2.31)","1.35e-06",1614
"ONDANSETRON, LEVOFLOXACIN","LEVOFLOXACIN",1.83,"(1.58, 2.12)","7.56e-15",2880
"CLOPIDOGREL, DIGOXIN","DIGOXIN",1.83,"(1.58, 2.12)","1.02e-14",1683
"SALMETEROL, CONJUGATED ESTROGENS","SALMETEROL",1.83,"(1.44, 2.3)","1.06e-06",2396
"RABEPRAZOLE, ACETAMINOPHEN","ACETAMINOPHEN",1.83,"(1.61, 2.08)","1.18e-18",10717
"CLONIDINE, EPOETIN ALFA","EPOETIN ALFA",1.83,"(1.51, 2.22)","3.93e-09",1355
"PRAVASTATIN, FENOFIBRATE","FENOFIBRATE",1.83,"(1.53, 2.19)","1.56e-10",2327
"NIFEDIPINE, CLONIDINE","NIFEDIPINE",1.83,"(1.44, 2.31)","1.60e-06",1057
"DIGOXIN, AMLODIPINE","DIGOXIN",1.83,"(1.58, 2.12)","2.29e-14",1683
"ATORVASTATIN, AMLODIPINE","AMLODIPINE",1.83,"(1.72, 1.95)","8.88e-75",6244
"CETIRIZINE, GABAPENTIN","GABAPENTIN",1.83,"(1.55, 2.15)","3.25e-12",4852
"METOPROLOL, ALPRAZOLAM","METOPROLOL",1.83,"(1.67, 2.01)","7.45e-33",6198
"SALBUTAMOL, CLAVULANATE","SALBUTAMOL",1.83,"(1.47, 2.26)","1.64e-07",3911
"BUPROPION, LANSOPRAZOLE","LANSOPRAZOLE",1.83,"(1.53, 2.18)","1.13e-10",3261
"CALCIUM, CLOPIDOGREL","CLOPIDOGREL",1.83,"(1.55, 2.16)","1.12e-11",4276
"IPRATROPIUM BROMIDE, LISINOPRIL","IPRATROPIUM BROMIDE",1.83,"(1.56, 2.15)","1.23e-12",1215
"MAGNESIUM, OXYCODONE","MAGNESIUM",1.83,"(1.5, 2.22)","3.46e-09",929
"SALBUTAMOL, TERIPARATIDE","TERIPARATIDE",1.83,"(1.56, 2.14)","4.17e-13",4334
"TRAMADOL, LANSOPRAZOLE","LANSOPRAZOLE",1.83,"(1.59, 2.11)","2.39e-15",3261
"ACYCLOVIR, LEVOTHYROXINE","LEVOTHYROXINE",1.83,"(1.52, 2.19)","4.85e-10",8111
"SULFAMETHOXAZOLE, ZIDOVUDINE","ZIDOVUDINE",1.83,"(1.31, 2.52)","3.72e-04",377
"FENTANYL, LISINOPRIL","FENTANYL",1.83,"(1.57, 2.13)","2.77e-13",2767
"OXYGEN, WARFARIN","OXYGEN",1.83,"(1.42, 2.33)","2.50e-06",378
"ZOLPIDEM, ALENDRONATE","ALENDRONATE",1.83,"(1.58, 2.11)","4.05e-15",5048
"CLOPIDOGREL, AMITRIPTYLINE","CLOPIDOGREL",1.83,"(1.52, 2.18)","3.86e-10",4276
"ACYCLOVIR, DOXORUBICIN","ACYCLOVIR",1.83,"(1.46, 2.28)","4.16e-07",951
"PROCHLORPERAZINE, LISINOPRIL","PROCHLORPERAZINE",1.83,"(1.53, 2.18)","6.55e-11",1033
"SPIRONOLACTONE, EZETIMIBE","SPIRONOLACTONE",1.83,"(1.42, 2.33)","4.24e-06",1531
"LORAZEPAM, LEVOFLOXACIN","LEVOFLOXACIN",1.83,"(1.6, 2.08)","7.04e-18",2880
"PREDNISONE, BORTEZOMIB","PREDNISONE",1.83,"(1.52, 2.19)","6.21e-10",4984
"METOPROLOL, EZETIMIBE","METOPROLOL",1.83,"(1.67, 2.01)","1.58e-33",6198
"ACETAMINOPHEN, INDOMETHACIN","ACETAMINOPHEN",1.83,"(1.47, 2.26)","2.11e-07",10717
"IBUPROFEN, INTERFERON BETA-1A","IBUPROFEN",1.83,"(1.58, 2.1)","2.30e-15",3510
"GLYBURIDE, HYDROCHLOROTHIAZIDE","GLYBURIDE",1.83,"(1.54, 2.16)","2.00e-11",1127
"OMEPRAZOLE, QUETIAPINE","QUETIAPINE",1.83,"(1.5, 2.21)","4.07e-09",2018
"ZOLPIDEM, CARVEDILOL","CARVEDILOL",1.83,"(1.54, 2.16)","1.69e-11",2012
"SIMVASTATIN, LAMOTRIGINE","LAMOTRIGINE",1.83,"(1.36, 2.41)","7.84e-05",1341
"PANTOPRAZOLE, ISOSORBIDE MONONITRATE","PANTOPRAZOLE",1.83,"(1.48, 2.24)","6.20e-08",3314
"ACETAMINOPHEN, TRAZODONE","TRAZODONE",1.83,"(1.64, 2.04)","6.43e-26",1647
"SENNA, ACETAMINOPHEN","ACETAMINOPHEN",1.83,"(1.63, 2.05)","2.90e-22",10717
"ATORVASTATIN, GLIMEPIRIDE","GLIMEPIRIDE",1.83,"(1.55, 2.15)","2.34e-12",1029
"EZETIMIBE, AMLODIPINE","AMLODIPINE",1.83,"(1.63, 2.05)","6.99e-22",6244
"MOMETASONE, SALMETEROL","SALMETEROL",1.83,"(1.52, 2.19)","8.72e-10",2396
"MIRTAZAPINE, ESOMEPRAZOLE","MIRTAZAPINE",1.83,"(1.44, 2.3)","1.49e-06",1067
"VALSARTAN, FLUTICASONE PROPIONATE","VALSARTAN",1.83,"(1.56, 2.13)","4.96e-13",3035
"TRAZODONE, HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE",1.83,"(1.57, 2.12)","5.16e-14",5169
"SULFAMETHOXAZOLE, ACETAMINOPHEN","ACETAMINOPHEN",1.83,"(1.64, 2.03)","5.73e-25",10717
"IRON, LANSOPRAZOLE","IRON",1.83,"(1.57, 2.12)","2.60e-14",1796
"PAROXETINE, FLUOXETINE","FLUOXETINE",1.83,"(1.54, 2.16)","3.04e-11",2050
"ATENOLOL, ESCITALOPRAM","ESCITALOPRAM",1.83,"(1.51, 2.19)","1.05e-09",2158
"ALPRAZOLAM, LAMOTRIGINE","LAMOTRIGINE",1.83,"(1.46, 2.26)","2.72e-07",1341
"SALBUTAMOL, VERAPAMIL","VERAPAMIL",1.83,"(1.52, 2.18)","4.02e-10",1143
"TRAMADOL, HYDROCODONE","HYDROCODONE",1.82,"(1.65, 2.02)","1.37e-28",4590
"ECULIZUMAB, FOLIC ACID","ECULIZUMAB",1.82,"(1.31, 2.51)","2.65e-04",188
"ZOLPIDEM, FEXOFENADINE","FEXOFENADINE",1.82,"(1.53, 2.17)","7.72e-11",1380
"MYCOPHENOLATE MOFETIL, CYCLOSPORINE","MYCOPHENOLATE MOFETIL",1.82,"(1.56, 2.13)","1.64e-14",712
"DIDANOSINE, LOPINAVIR","LOPINAVIR",1.82,"(1.4, 2.36)","9.43e-06",372
"TRIAMCINOLONE, ACETYLSALICYLIC ACID","TRIAMCINOLONE",1.82,"(1.53, 2.17)","4.00e-11",881
"DEXAMETHASONE, AMLODIPINE","DEXAMETHASONE",1.82,"(1.57, 2.11)","4.80e-14",2534
"CIPROFLOXACIN, LANSOPRAZOLE","CIPROFLOXACIN",1.82,"(1.54, 2.15)","7.67e-12",2140
"LORAZEPAM, PREGABALIN","PREGABALIN",1.82,"(1.56, 2.13)","9.05e-13",3495
"NITROGLYCERIN, OMEPRAZOLE","NITROGLYCERIN",1.82,"(1.6, 2.08)","2.97e-18",1377
"MORPHINE, AMLODIPINE","MORPHINE",1.82,"(1.53, 2.15)","3.63e-11",2024
"OXYCODONE, DICLOFENAC","OXYCODONE",1.82,"(1.53, 2.16)","9.27e-11",4418
"RANITIDINE, FLUCONAZOLE","RANITIDINE",1.82,"(1.48, 2.23)","3.34e-08",2172
"DIPHENHYDRAMINE, FLUTICASONE PROPIONATE","FLUTICASONE PROPIONATE",1.82,"(1.5, 2.2)","5.92e-09",3257
"DIGOXIN, ALLOPURINOL","DIGOXIN",1.82,"(1.55, 2.13)","2.02e-12",1683
"OXYCODONE, ACETAMINOPHEN","ACETAMINOPHEN",1.82,"(1.74, 1.91)","4.09e-134",10717
"TRAMADOL, CALCIUM CARBONATE","TRAMADOL",1.82,"(1.46, 2.26)","2.71e-07",2510
"PROMETHAZINE, QUETIAPINE","QUETIAPINE",1.82,"(1.37, 2.38)","4.09e-05",2018
"SALBUTAMOL, ESOMEPRAZOLE","SALBUTAMOL",1.82,"(1.64, 2.02)","5.32e-28",3911
"PREDNISONE, DIPHENHYDRAMINE","DIPHENHYDRAMINE",1.82,"(1.56, 2.12)","2.59e-13",1392
"PROCHLORPERAZINE, ACETYLSALICYLIC ACID","PROCHLORPERAZINE",1.82,"(1.56, 2.12)","5.14e-14",1033
"HEPARIN, HYDROCODONE","HYDROCODONE",1.82,"(1.54, 2.15)","1.45e-11",4590
"PREGABALIN, ACETAMINOPHEN","ACETAMINOPHEN",1.82,"(1.69, 1.97)","9.43e-47",10717
"ACETAMINOPHEN, DROSPIRENONE","DROSPIRENONE",1.82,"(1.45, 2.26)","3.06e-07",578
"METOCLOPRAMIDE, PREDNISONE","PREDNISONE",1.82,"(1.56, 2.12)","5.30e-13",4984
"TEMAZEPAM, LISINOPRIL","LISINOPRIL",1.82,"(1.53, 2.15)","3.20e-11",5419
"DIAZEPAM, HALOPERIDOL","HALOPERIDOL",1.82,"(1.42, 2.31)","3.63e-06",675
"SALMETEROL, INSULIN GLARGINE","INSULIN GLARGINE",1.82,"(1.38, 2.36)","2.39e-05",1579
"SPIRONOLACTONE, ISOSORBIDE MONONITRATE","SPIRONOLACTONE",1.82,"(1.42, 2.31)","4.42e-06",1531
"OXYCODONE, DIPHENHYDRAMINE","OXYCODONE",1.82,"(1.6, 2.06)","9.70e-19",4418
"ABACAVIR, LAMIVUDINE","LAMIVUDINE",1.82,"(1.57, 2.11)","3.74e-15",803
"OMEPRAZOLE, CLARITHROMYCIN","CLARITHROMYCIN",1.82,"(1.53, 2.15)","1.69e-11",1188
"MORPHINE, FUROSEMIDE","FUROSEMIDE",1.82,"(1.65, 2)","4.97e-30",6619
"PREDNISOLONE, ALPRAZOLAM","ALPRAZOLAM",1.82,"(1.47, 2.23)","7.47e-08",3887
"ESOMEPRAZOLE, LENALIDOMIDE","ESOMEPRAZOLE",1.82,"(1.44, 2.28)","1.07e-06",4163
"SIMVASTATIN, GLYBURIDE","GLYBURIDE",1.82,"(1.56, 2.11)","7.73e-14",1127
"METHYLPREDNISOLONE, RANITIDINE","METHYLPREDNISOLONE",1.82,"(1.44, 2.27)","9.22e-07",1051
"DILTIAZEM, FOLIC ACID","FOLIC ACID",1.82,"(1.46, 2.24)","1.33e-07",2656
"OMEPRAZOLE, PAROXETINE","OMEPRAZOLE",1.82,"(1.61, 2.05)","3.58e-20",6244
"PREDNISONE, VALACICLOVIR","PREDNISONE",1.82,"(1.5, 2.18)","1.93e-09",4984
"LORATADINE, METOPROLOL","LORATADINE",1.82,"(1.51, 2.17)","3.81e-10",1155
"LOSARTAN, GABAPENTIN","LOSARTAN",1.82,"(1.55, 2.13)","2.34e-12",2378
"LORAZEPAM, CONJUGATED ESTROGENS","LORAZEPAM",1.82,"(1.5, 2.19)","3.52e-09",3224
"TOPIRAMATE, FLUOXETINE","TOPIRAMATE",1.82,"(1.38, 2.36)","2.34e-05",919
"TACROLIMUS, ACYCLOVIR","TACROLIMUS",1.82,"(1.35, 2.41)","8.98e-05",554
"DIAZEPAM, LISINOPRIL","DIAZEPAM",1.82,"(1.56, 2.11)","2.38e-13",2427
"OXYCODONE, HYDROXOCOBALAMIN","OXYCODONE",1.82,"(1.51, 2.18)","1.09e-09",4418
"METHOTREXATE, ACETAMINOPHEN","METHOTREXATE",1.82,"(1.62, 2.04)","1.04e-21",2396
"MIRTAZAPINE, ESOMEPRAZOLE","ESOMEPRAZOLE",1.82,"(1.44, 2.27)","8.78e-07",4163
"ACETAMINOPHEN, TOPIRAMATE","TOPIRAMATE",1.82,"(1.52, 2.16)","7.62e-11",919
"PIOGLITAZONE, INSULIN GLARGINE","INSULIN GLARGINE",1.82,"(1.51, 2.17)","6.06e-10",1579
"MIRTAZAPINE, OXYCODONE","OXYCODONE",1.82,"(1.52, 2.16)","2.65e-10",4418
"METOCLOPRAMIDE, CIPROFLOXACIN","CIPROFLOXACIN",1.82,"(1.54, 2.13)","4.82e-12",2140
"METFORMIN, FLUOXETINE","FLUOXETINE",1.82,"(1.56, 2.11)","2.44e-13",2050
"TENOFOVIR, ABACAVIR","TENOFOVIR",1.82,"(1.47, 2.23)","5.07e-08",691
"ACETAMINOPHEN, BACLOFEN","BACLOFEN",1.82,"(1.61, 2.05)","2.85e-21",2003
"OMEPRAZOLE, BUPROPION","OMEPRAZOLE",1.82,"(1.58, 2.08)","1.08e-15",6244
"ATORVASTATIN, FLUTICASONE PROPIONATE","FLUTICASONE PROPIONATE",1.82,"(1.62, 2.03)","2.81e-23",3257
"AMOXICILLIN, LEVOFLOXACIN","LEVOFLOXACIN",1.82,"(1.59, 2.07)","2.26e-17",2880
"TERIPARATIDE, CALCIUM","CALCIUM",1.82,"(1.66, 1.99)","2.81e-34",3520
"POTASSIUM CHLORIDE, TERIPARATIDE","TERIPARATIDE",1.82,"(1.51, 2.17)","6.53e-10",4334
"LORAZEPAM, ZOLPIDEM","ZOLPIDEM",1.82,"(1.65, 2)","7.72e-31",3296
"RISPERIDONE, DIAZEPAM","RISPERIDONE",1.82,"(1.42, 2.29)","1.95e-06",1269
"DIAZEPAM, LANSOPRAZOLE","DIAZEPAM",1.82,"(1.55, 2.11)","4.27e-13",2427
"PERINDOPRIL, AMLODIPINE","PERINDOPRIL",1.82,"(1.44, 2.28)","7.16e-07",519
"TRAZODONE, WARFARIN","WARFARIN",1.81,"(1.47, 2.22)","5.78e-08",4188
"SALBUTAMOL, ISOSORBIDE MONONITRATE","SALBUTAMOL",1.81,"(1.48, 2.21)","3.36e-08",3911
"MONTELUKAST, OXYCODONE","OXYCODONE",1.81,"(1.52, 2.16)","2.43e-10",4418
"AMOXICILLIN, DROSPIRENONE","DROSPIRENONE",1.81,"(1.17, 2.7)","7.18e-03",578
"NIFEDIPINE, AMLODIPINE","NIFEDIPINE",1.81,"(1.47, 2.22)","4.69e-08",1057
"PRAVASTATIN, WARFARIN","WARFARIN",1.81,"(1.55, 2.11)","6.56e-13",4188
"METHADONE, GABAPENTIN","GABAPENTIN",1.81,"(1.55, 2.11)","6.07e-13",4852
"METOPROLOL, ROSIGLITAZONE","ROSIGLITAZONE",1.81,"(1.49, 2.19)","7.29e-09",1247
"ACETYLSALICYLIC ACID, CARBOPLATIN","CARBOPLATIN",1.81,"(1.32, 2.45)","2.27e-04",509
"MESALAZINE, INFLIXIMAB","INFLIXIMAB",1.81,"(1.54, 2.13)","6.62e-12",1495
"ROCURONIUM, FENTANYL","ROCURONIUM",1.81,"(1.18, 2.83)","5.50e-03",100
"OMEPRAZOLE, IPRATROPIUM BROMIDE","IPRATROPIUM BROMIDE",1.81,"(1.56, 2.1)","3.35e-14",1215
"ACETYLSALICYLIC ACID, FOLIC ACID","FOLIC ACID",1.81,"(1.66, 1.98)","6.68e-37",2656
"PANTOPRAZOLE, PREGABALIN","PREGABALIN",1.81,"(1.57, 2.09)","9.00e-15",3495
"SIMVASTATIN, VALSARTAN","VALSARTAN",1.81,"(1.63, 2.02)","1.62e-25",3035
"RANITIDINE, DILTIAZEM","DILTIAZEM",1.81,"(1.47, 2.23)","9.47e-08",1848
"OMEPRAZOLE, HALOPERIDOL","HALOPERIDOL",1.81,"(1.38, 2.35)","2.18e-05",675
"TESTOSTERONE, ACETYLSALICYLIC ACID","TESTOSTERONE",1.81,"(1.43, 2.29)","1.21e-06",415
"PREDNISONE, IPRATROPIUM BROMIDE","IPRATROPIUM BROMIDE",1.81,"(1.57, 2.08)","1.50e-15",1215
"DIAZEPAM, HYDROCODONE","HYDROCODONE",1.81,"(1.65, 1.99)","3.47e-31",4590
"VERAPAMIL, ESOMEPRAZOLE","ESOMEPRAZOLE",1.81,"(1.46, 2.23)","1.81e-07",4163
"ACETAMINOPHEN, CIMETIDINE","ACETAMINOPHEN",1.81,"(1.47, 2.21)","4.95e-08",10717
"LORATADINE, FLUTICASONE PROPIONATE","FLUTICASONE PROPIONATE",1.81,"(1.56, 2.09)","2.07e-14",3257
"PROPOXYPHENE, ROFECOXIB","PROPOXYPHENE",1.81,"(1.47, 2.21)","3.00e-08",784
"POTASSIUM CHLORIDE, CALCIUM","POTASSIUM CHLORIDE",1.81,"(1.56, 2.09)","5.95e-14",2515
"ACETAMINOPHEN, INSULIN REGULAR","ACETAMINOPHEN",1.81,"(1.5, 2.17)","1.90e-09",10717
"PANTOPRAZOLE, VALACICLOVIR","PANTOPRAZOLE",1.81,"(1.45, 2.23)","1.99e-07",3314
"CLONAZEPAM, ESOMEPRAZOLE","ESOMEPRAZOLE",1.81,"(1.58, 2.07)","1.91e-16",4163
