"Drug_name1","Drug_name2","OR","95.CI","Pvalue","ac"
"POTASSIUM CHLORIDE, ACETAMINOPHEN, FUROSEMIDE","POTASSIUM CHLORIDE, ACETAMINOPHEN",1.48,"(1.28, 1.72)","8.06e-08",856
"METOPROLOL, SALMETEROL, FLUTICASONE PROPIONATE","SALMETEROL, FLUTICASONE PROPIONATE",1.48,"(1.26, 1.73)","1.70e-06",2015
"SALBUTAMOL, FUROSEMIDE, IRON","SALBUTAMOL, IRON",1.48,"(1.14, 1.92)","2.41e-03",271
"METOPROLOL, PANTOPRAZOLE, CLOPIDOGREL","METOPROLOL, PANTOPRAZOLE",1.48,"(1.21, 1.8)","9.21e-05",618
"SALBUTAMOL, ACETYLSALICYLIC ACID, IRON","ACETYLSALICYLIC ACID, IRON",1.48,"(1.18, 1.84)","5.11e-04",643
"ACETAMINOPHEN, TRAMADOL, AMITRIPTYLINE","ACETAMINOPHEN, TRAMADOL",1.48,"(1.2, 1.82)","2.85e-04",1107
"POTASSIUM, SALBUTAMOL, ACETAMINOPHEN","POTASSIUM, ACETAMINOPHEN",1.48,"(1.2, 1.81)","2.08e-04",652
"SIMVASTATIN, ACETAMINOPHEN, LISINOPRIL","SIMVASTATIN, LISINOPRIL",1.48,"(1.29, 1.69)","2.01e-08",1359
"PREDNISONE, SALMETEROL, TIOTROPIUM","PREDNISONE, TIOTROPIUM",1.48,"(1.1, 2)","7.83e-03",198
"PREDNISONE, ETANERCEPT, FOLIC ACID","ETANERCEPT, FOLIC ACID",1.48,"(0.96, 2.25)","7.06e-02",110
"PREDNISONE, ESOMEPRAZOLE, FUROSEMIDE","ESOMEPRAZOLE, FUROSEMIDE",1.48,"(1.22, 1.79)","7.83e-05",672
"PRAVASTATIN, ACETAMINOPHEN, ACETYLSALICYLIC ACID","ACETAMINOPHEN, ACETYLSALICYLIC ACID",1.48,"(1.25, 1.75)","8.21e-06",2386
"SALBUTAMOL, FUROSEMIDE, LEVOTHYROXINE","SALBUTAMOL, FUROSEMIDE",1.48,"(1.25, 1.74)","4.10e-06",864
"SALMETEROL, ACETYLSALICYLIC ACID, FUROSEMIDE","ACETYLSALICYLIC ACID, FUROSEMIDE",1.48,"(1.26, 1.72)","1.35e-06",2345
"CLOPIDOGREL, HYDROCHLOROTHIAZIDE, AMLODIPINE","HYDROCHLOROTHIAZIDE, AMLODIPINE",1.48,"(1.17, 1.85)","9.78e-04",778
"SALBUTAMOL, FEXOFENADINE, FLUTICASONE PROPIONATE","FEXOFENADINE, FLUTICASONE PROPIONATE",1.48,"(1.15, 1.89)","1.56e-03",288
"OXYCODONE, ACETAMINOPHEN, LENALIDOMIDE","OXYCODONE, ACETAMINOPHEN",1.48,"(1.21, 1.8)","1.71e-04",2658
"ACETAMINOPHEN, BORTEZOMIB, DEXAMETHASONE","ACETAMINOPHEN, BORTEZOMIB",1.48,"(1.06, 2.08)","1.79e-02",189
"CARVEDILOL, FUROSEMIDE, LISINOPRIL","CARVEDILOL, LISINOPRIL",1.48,"(1.21, 1.81)","9.44e-05",431
"ATORVASTATIN, ESOMEPRAZOLE, AMLODIPINE","ESOMEPRAZOLE, AMLODIPINE",1.48,"(1.17, 1.85)","9.38e-04",450
"PREDNISONE, FUROSEMIDE, HYDROCODONE","PREDNISONE, HYDROCODONE",1.48,"(1.25, 1.75)","5.87e-06",762
"ACETAMINOPHEN, CYCLOBENZAPRINE, ALPRAZOLAM","ACETAMINOPHEN, CYCLOBENZAPRINE",1.48,"(1.23, 1.76)","2.07e-05",842
"POTASSIUM CHLORIDE, ACETYLSALICYLIC ACID, ALLOPURINOL","POTASSIUM CHLORIDE, ALLOPURINOL",1.48,"(1.09, 1.99)","8.93e-03",204
"OMEPRAZOLE, FOLIC ACID, LEVOTHYROXINE","OMEPRAZOLE, FOLIC ACID",1.48,"(1.12, 1.92)","4.26e-03",408
"ACETAMINOPHEN, CLONAZEPAM, FUROSEMIDE","ACETAMINOPHEN, CLONAZEPAM",1.48,"(1.21, 1.8)","1.19e-04",818
"OMEPRAZOLE, ATORVASTATIN, FUROSEMIDE","ATORVASTATIN, FUROSEMIDE",1.48,"(1.26, 1.72)","1.29e-06",1245
"SIMVASTATIN, ACETYLSALICYLIC ACID, CARVEDILOL","ACETYLSALICYLIC ACID, CARVEDILOL",1.48,"(1.27, 1.71)","1.84e-07",938
"POTASSIUM CHLORIDE, FUROSEMIDE, HYDROCHLOROTHIAZIDE","POTASSIUM CHLORIDE, FUROSEMIDE",1.48,"(1.21, 1.79)","1.13e-04",1374
"SPIRONOLACTONE, ACETAMINOPHEN, ACETYLSALICYLIC ACID","ACETAMINOPHEN, ACETYLSALICYLIC ACID",1.48,"(1.24, 1.74)","8.38e-06",2386
"METHOTREXATE, ACETYLSALICYLIC ACID, FOLIC ACID","METHOTREXATE, FOLIC ACID",1.48,"(1.2, 1.81)","2.66e-04",720
"METOPROLOL, FENTANYL, FUROSEMIDE","METOPROLOL, FENTANYL",1.48,"(1.15, 1.89)","1.91e-03",296
"ROFECOXIB, ACETAMINOPHEN, CELECOXIB","ACETAMINOPHEN, CELECOXIB",1.48,"(1.22, 1.77)","3.87e-05",868
"ACETYLSALICYLIC ACID, ALPRAZOLAM, LEVOTHYROXINE","ACETYLSALICYLIC ACID, LEVOTHYROXINE",1.48,"(1.23, 1.76)","2.10e-05",1731
"METFORMIN, ACETAMINOPHEN, FUROSEMIDE","METFORMIN, ACETAMINOPHEN",1.48,"(1.25, 1.75)","6.40e-06",728
"SIMVASTATIN, CARVEDILOL, DIGOXIN","CARVEDILOL, DIGOXIN",1.48,"(1.17, 1.86)","9.39e-04",389
"PREDNISONE, ACETYLSALICYLIC ACID, LANSOPRAZOLE","PREDNISONE, LANSOPRAZOLE",1.48,"(1.16, 1.87)","1.31e-03",383
"RITONAVIR, SULFAMETHOXAZOLE, LAMIVUDINE","RITONAVIR, LAMIVUDINE",1.48,"(1.08, 1.99)","1.31e-02",315
"ACETYLSALICYLIC ACID, CARVEDILOL, LISINOPRIL","CARVEDILOL, LISINOPRIL",1.48,"(1.21, 1.8)","1.12e-04",431
"METOPROLOL, PREDNISONE, LISINOPRIL","METOPROLOL, PREDNISONE",1.48,"(1.21, 1.79)","1.20e-04",663
"SALMETEROL, FUROSEMIDE, LEVOTHYROXINE","SALMETEROL, FUROSEMIDE",1.48,"(1.14, 1.89)","2.42e-03",362
"METFORMIN, CLOPIDOGREL, FUROSEMIDE","METFORMIN, FUROSEMIDE",1.47,"(1.19, 1.82)","3.64e-04",648
"RAMIPRIL, SIMVASTATIN, CLOPIDOGREL","SIMVASTATIN, CLOPIDOGREL",1.47,"(1.24, 1.74)","8.78e-06",1170
"ACETYLSALICYLIC ACID, IBUPROFEN, LISINOPRIL","ACETYLSALICYLIC ACID, LISINOPRIL",1.47,"(1.2, 1.8)","2.54e-04",1873
"POTASSIUM, FUROSEMIDE, LEVOTHYROXINE","POTASSIUM, FUROSEMIDE",1.47,"(1.21, 1.79)","1.34e-04",664
"OMEPRAZOLE, SALBUTAMOL, ACETAMINOPHEN","OMEPRAZOLE, ACETAMINOPHEN",1.47,"(1.29, 1.68)","1.52e-08",1615
"LORAZEPAM, ACETAMINOPHEN, ACETYLSALICYLIC ACID","ACETAMINOPHEN, ACETYLSALICYLIC ACID",1.47,"(1.3, 1.67)","5.87e-09",2386
"METOCLOPRAMIDE, ONDANSETRON, ACETAMINOPHEN","METOCLOPRAMIDE, ACETAMINOPHEN",1.47,"(1.23, 1.76)","1.60e-05",667
"OMEPRAZOLE, WARFARIN, LEVOTHYROXINE","OMEPRAZOLE, LEVOTHYROXINE",1.47,"(1.2, 1.8)","2.09e-04",901
"METOPROLOL, ACETAMINOPHEN, ENOXAPARIN","METOPROLOL, ACETAMINOPHEN",1.47,"(1.19, 1.81)","3.85e-04",1192
"OMEPRAZOLE, VITAMIN D, ACETYLSALICYLIC ACID","VITAMIN D, ACETYLSALICYLIC ACID",1.47,"(1.24, 1.75)","1.27e-05",862
"SULFAMETHOXAZOLE, TRIMETHOPRIM, LEVOFLOXACIN","SULFAMETHOXAZOLE, LEVOFLOXACIN",1.47,"(0.79, 2.99)","2.70e-01",198
"SIMVASTATIN, HYDROCODONE, LISINOPRIL","SIMVASTATIN, LISINOPRIL",1.47,"(1.23, 1.75)","2.18e-05",1359
"ACETYLSALICYLIC ACID, FLUTICASONE PROPIONATE, HYDROCODONE","FLUTICASONE PROPIONATE, HYDROCODONE",1.47,"(1.2, 1.81)","2.05e-04",476
"PREDNISONE, ATORVASTATIN, FOLIC ACID","ATORVASTATIN, FOLIC ACID",1.47,"(1.15, 1.87)","1.60e-03",413
"ATENOLOL, FUROSEMIDE, LISINOPRIL","ATENOLOL, FUROSEMIDE",1.47,"(1.22, 1.77)","5.44e-05",678
"SENNA, ACETAMINOPHEN, DOCUSATE","SENNA, ACETAMINOPHEN",1.47,"(1.17, 1.86)","7.99e-04",342
"PROPOXYPHENE, ACETAMINOPHEN, LEVOTHYROXINE","ACETAMINOPHEN, LEVOTHYROXINE",1.47,"(1.2, 1.8)","2.36e-04",1267
"SALBUTAMOL, ACETYLSALICYLIC ACID, LEVOTHYROXINE","ACETYLSALICYLIC ACID, LEVOTHYROXINE",1.47,"(1.26, 1.72)","1.47e-06",1731
"ACETYLSALICYLIC ACID, ADALIMUMAB, FOLIC ACID","ACETYLSALICYLIC ACID, ADALIMUMAB",1.47,"(1.07, 2.02)","1.56e-02",178
"PREDNISONE, FLUTICASONE PROPIONATE, FUROSEMIDE","PREDNISONE, FUROSEMIDE",1.47,"(1.21, 1.78)","1.02e-04",822
"POTASSIUM, CLAVULANATE, ESOMEPRAZOLE","POTASSIUM, ESOMEPRAZOLE",1.47,"(1.12, 1.93)","4.87e-03",247
"POTASSIUM, PREDNISONE, FUROSEMIDE","POTASSIUM, FUROSEMIDE",1.47,"(1.18, 1.82)","4.29e-04",664
"METOPROLOL, OMEPRAZOLE, LISINOPRIL","OMEPRAZOLE, LISINOPRIL",1.47,"(1.23, 1.76)","2.59e-05",662
"LORAZEPAM, MORPHINE, FUROSEMIDE","LORAZEPAM, FUROSEMIDE",1.47,"(1.19, 1.82)","3.74e-04",560
"OMEPRAZOLE, PREDNISOLONE, FUROSEMIDE","PREDNISOLONE, FUROSEMIDE",1.47,"(1.11, 1.93)","5.69e-03",303
"ACETAMINOPHEN, FAMOTIDINE, FUROSEMIDE","ACETAMINOPHEN, FUROSEMIDE",1.47,"(1.21, 1.77)","7.81e-05",1745
"ATORVASTATIN, ACETYLSALICYLIC ACID, GABAPENTIN","ATORVASTATIN, ACETYLSALICYLIC ACID",1.47,"(1.28, 1.69)","1.83e-07",3204
"LORAZEPAM, OMEPRAZOLE, OXYCODONE","OMEPRAZOLE, OXYCODONE",1.47,"(1.23, 1.75)","1.58e-05",787
"LORAZEPAM, PREDNISONE, SALBUTAMOL","LORAZEPAM, SALBUTAMOL",1.47,"(1.15, 1.87)","1.48e-03",385
"METOPROLOL, ACETYLSALICYLIC ACID, ESCITALOPRAM","METOPROLOL, ACETYLSALICYLIC ACID",1.47,"(1.19, 1.8)","2.86e-04",2442
"METFORMIN, ALLOPURINOL, FUROSEMIDE","METFORMIN, FUROSEMIDE",1.47,"(1.14, 1.87)","2.54e-03",648
"SALBUTAMOL, WARFARIN, FUROSEMIDE","WARFARIN, FUROSEMIDE",1.47,"(1.26, 1.71)","1.42e-06",1225
"PREDNISONE, SALMETEROL, ACETAMINOPHEN","SALMETEROL, ACETAMINOPHEN",1.47,"(1.18, 1.82)","4.34e-04",495
"METOPROLOL, VALSARTAN, CLOPIDOGREL","METOPROLOL, VALSARTAN",1.47,"(1.15, 1.87)","1.95e-03",426
"POTASSIUM CHLORIDE, SIMVASTATIN, ACETAMINOPHEN","POTASSIUM CHLORIDE, ACETAMINOPHEN",1.47,"(1.23, 1.76)","3.04e-05",856
"METOPROLOL, POTASSIUM CHLORIDE, ACETAMINOPHEN","POTASSIUM CHLORIDE, ACETAMINOPHEN",1.47,"(1.25, 1.72)","2.58e-06",856
"WARFARIN, ZOLPIDEM, FUROSEMIDE","WARFARIN, ZOLPIDEM",1.47,"(1.19, 1.82)","3.40e-04",401
"CLOPIDOGREL, FUROSEMIDE, LISINOPRIL","FUROSEMIDE, LISINOPRIL",1.47,"(1.25, 1.72)","3.28e-06",1050
"CARISOPRODOL, ALPRAZOLAM, HYDROCODONE","CARISOPRODOL, ALPRAZOLAM",1.47,"(1.12, 1.94)","4.82e-03",241
"ACETYLSALICYLIC ACID, ESOMEPRAZOLE, HYDROCHLOROTHIAZIDE","ACETYLSALICYLIC ACID, HYDROCHLOROTHIAZIDE",1.47,"(1.23, 1.75)","2.85e-05",1447
"POTASSIUM CHLORIDE, SALBUTAMOL, DIGOXIN","POTASSIUM CHLORIDE, DIGOXIN",1.47,"(1.13, 1.9)","3.94e-03",325
"SALBUTAMOL, ACETAMINOPHEN, FUROSEMIDE","ACETAMINOPHEN, FUROSEMIDE",1.47,"(1.31, 1.65)","1.54e-10",1745
"ACETAMINOPHEN, FOLIC ACID, LISINOPRIL","ACETAMINOPHEN, FOLIC ACID",1.47,"(1.14, 1.87)","2.19e-03",644
"PREDNISONE, WARFARIN, DIGOXIN","WARFARIN, DIGOXIN",1.47,"(1.15, 1.86)","1.96e-03",664
"ACETAMINOPHEN, WARFARIN, CARVEDILOL","ACETAMINOPHEN, CARVEDILOL",1.47,"(1.18, 1.82)","5.35e-04",437
"ACETAMINOPHEN, ACETYLSALICYLIC ACID, EZETIMIBE","ACETAMINOPHEN, EZETIMIBE",1.47,"(1.18, 1.82)","3.96e-04",387
"OXYCODONE, POTASSIUM CHLORIDE, PREDNISONE","OXYCODONE, POTASSIUM CHLORIDE",1.47,"(1.2, 1.79)","1.66e-04",558
"OMEPRAZOLE, ATENOLOL, FUROSEMIDE","OMEPRAZOLE, FUROSEMIDE",1.47,"(1.19, 1.8)","3.04e-04",1030
"METOPROLOL, POTASSIUM, FUROSEMIDE","POTASSIUM, FUROSEMIDE",1.47,"(1.22, 1.76)","5.18e-05",664
"ACETAMINOPHEN, ACETYLSALICYLIC ACID, HYDROCODONE","ACETYLSALICYLIC ACID, HYDROCODONE",1.47,"(1.22, 1.78)","2.56e-05",1089
"LOSARTAN, FUROSEMIDE, LEVOTHYROXINE","FUROSEMIDE, LEVOTHYROXINE",1.47,"(1.18, 1.82)","6.17e-04",1080
"STAVUDINE, EFAVIRENZ, LAMIVUDINE","STAVUDINE, LAMIVUDINE",1.47,"(1.04, 2.07)","2.72e-02",147
"ATORVASTATIN, ACETYLSALICYLIC ACID, FISH OIL","ATORVASTATIN, ACETYLSALICYLIC ACID",1.47,"(1.23, 1.74)","2.03e-05",3204
"OMEPRAZOLE, HYDROCHLOROTHIAZIDE, AMLODIPINE","HYDROCHLOROTHIAZIDE, AMLODIPINE",1.47,"(1.17, 1.82)","7.04e-04",778
"PREDNISONE, CARVEDILOL, FUROSEMIDE","PREDNISONE, CARVEDILOL",1.47,"(1.1, 1.97)","8.42e-03",218
"OXYGEN, SALMETEROL, FLUTICASONE PROPIONATE","SALMETEROL, FLUTICASONE PROPIONATE",1.47,"(1.17, 1.82)","9.09e-04",2015
"ACETAMINOPHEN, VITAMIN D, ACETYLSALICYLIC ACID","VITAMIN D, ACETYLSALICYLIC ACID",1.47,"(1.25, 1.72)","4.25e-06",862
"ACETYLSALICYLIC ACID, EZETIMIBE, AMLODIPINE","ACETYLSALICYLIC ACID, AMLODIPINE",1.47,"(1.22, 1.75)","4.23e-05",1952
"SALBUTAMOL, ACETAMINOPHEN, IRON","ACETAMINOPHEN, IRON",1.47,"(1.19, 1.8)","2.60e-04",625
"ACETYLSALICYLIC ACID, CARBIDOPA, LEVODOPA","CARBIDOPA, LEVODOPA",1.47,"(1.14, 1.87)","2.61e-03",453
"SALBUTAMOL, ALLOPURINOL, FUROSEMIDE","SALBUTAMOL, FUROSEMIDE",1.47,"(1.16, 1.84)","1.14e-03",864
"POTASSIUM CHLORIDE, FUROSEMIDE, LISINOPRIL","POTASSIUM CHLORIDE, LISINOPRIL",1.47,"(1.18, 1.83)","4.05e-04",423
"POTASSIUM CHLORIDE, ACETYLSALICYLIC ACID, DIGOXIN","ACETYLSALICYLIC ACID, DIGOXIN",1.47,"(1.21, 1.77)","9.32e-05",635
"ATENOLOL, ATORVASTATIN, LISINOPRIL","ATORVASTATIN, LISINOPRIL",1.47,"(1.22, 1.75)","3.08e-05",1066
"SERTRALINE, ACETYLSALICYLIC ACID, LISINOPRIL","ACETYLSALICYLIC ACID, LISINOPRIL",1.47,"(1.19, 1.78)","2.27e-04",1873
"METFORMIN, METOPROLOL, HYDROCHLOROTHIAZIDE","METFORMIN, HYDROCHLOROTHIAZIDE",1.47,"(1.2, 1.79)","2.17e-04",585
"METFORMIN, OMEPRAZOLE, HYDROCHLOROTHIAZIDE","METFORMIN, HYDROCHLOROTHIAZIDE",1.47,"(1.14, 1.87)","2.74e-03",585
"OXYGEN, SALBUTAMOL, FLUTICASONE PROPIONATE","SALBUTAMOL, FLUTICASONE PROPIONATE",1.47,"(1.15, 1.84)","1.54e-03",1368
"ACETAMINOPHEN, ZOLPIDEM, FLUTICASONE PROPIONATE","ACETAMINOPHEN, ZOLPIDEM",1.46,"(1.23, 1.74)","2.71e-05",1260
"POTASSIUM CHLORIDE, WARFARIN, FUROSEMIDE","WARFARIN, FUROSEMIDE",1.46,"(1.29, 1.66)","4.80e-09",1225
"SALBUTAMOL, FUROSEMIDE, AMLODIPINE","SALBUTAMOL, AMLODIPINE",1.46,"(1.18, 1.81)","3.82e-04",424
"CLOPIDOGREL, AMLODIPINE, LEVOTHYROXINE","CLOPIDOGREL, LEVOTHYROXINE",1.46,"(1.16, 1.84)","1.19e-03",504
"PREDNISONE, ALPRAZOLAM, FUROSEMIDE","PREDNISONE, ALPRAZOLAM",1.46,"(1.17, 1.82)","6.59e-04",443
"METOPROLOL, RAMIPRIL, ACETYLSALICYLIC ACID","METOPROLOL, RAMIPRIL",1.46,"(1.2, 1.79)","1.34e-04",441
"FUROSEMIDE, INSULIN GLARGINE, LEVOTHYROXINE","FUROSEMIDE, LEVOTHYROXINE",1.46,"(1.18, 1.81)","5.86e-04",1080
"METFORMIN, ROSIGLITAZONE, SIMVASTATIN","METFORMIN, ROSIGLITAZONE",1.46,"(1.17, 1.82)","8.44e-04",597
"OXYCODONE, PREGABALIN, ACETAMINOPHEN","OXYCODONE, PREGABALIN",1.46,"(1.21, 1.78)","6.66e-05",494
"SIMVASTATIN, ACETAMINOPHEN, HYDROCODONE","SIMVASTATIN, ACETAMINOPHEN",1.46,"(1.3, 1.64)","8.55e-11",1410
"ACETAMINOPHEN, ACETYLSALICYLIC ACID, FOLIC ACID","ACETAMINOPHEN, FOLIC ACID",1.46,"(1.22, 1.75)","3.54e-05",644
"OMEPRAZOLE, VALSARTAN, ACETYLSALICYLIC ACID","OMEPRAZOLE, VALSARTAN",1.46,"(1.15, 1.86)","1.63e-03",318
"METAXALONE, ACETAMINOPHEN, HYDROCODONE","METAXALONE, HYDROCODONE",1.46,"(0.96, 2.28)","6.97e-02",237
"LOSARTAN, ACETYLSALICYLIC ACID, LEVOTHYROXINE","LOSARTAN, LEVOTHYROXINE",1.46,"(1.15, 1.85)","1.32e-03",334
"LORAZEPAM, SALBUTAMOL, IPRATROPIUM BROMIDE","SALBUTAMOL, IPRATROPIUM BROMIDE",1.46,"(1.18, 1.8)","5.05e-04",933
"NITROGLYCERIN, POTASSIUM CHLORIDE, FUROSEMIDE","POTASSIUM CHLORIDE, FUROSEMIDE",1.46,"(1.23, 1.74)","2.63e-05",1374
"SALMETEROL, SIMVASTATIN, FLUTICASONE PROPIONATE","SALMETEROL, FLUTICASONE PROPIONATE",1.46,"(1.26, 1.7)","1.20e-06",2015
"NITROGLYCERIN, POTASSIUM CHLORIDE, FUROSEMIDE","NITROGLYCERIN, POTASSIUM CHLORIDE",1.46,"(1.04, 2.09)","2.69e-02",212
"FUROSEMIDE, INSULIN GLARGINE, AMLODIPINE","FUROSEMIDE, AMLODIPINE",1.46,"(1.16, 1.82)","1.08e-03",1022
"SALBUTAMOL, SALMETEROL, AMLODIPINE","SALMETEROL, AMLODIPINE",1.46,"(1.1, 1.95)","7.60e-03",217
"METFORMIN, SALBUTAMOL, SALMETEROL","SALBUTAMOL, SALMETEROL",1.46,"(1.18, 1.79)","3.84e-04",1142
"SALBUTAMOL, CLOPIDOGREL, FUROSEMIDE","SALBUTAMOL, FUROSEMIDE",1.46,"(1.2, 1.77)","1.26e-04",864
"ATORVASTATIN, AMLODIPINE, LISINOPRIL","ATORVASTATIN, LISINOPRIL",1.46,"(1.24, 1.72)","6.37e-06",1066
"METOPROLOL, PREDNISONE, LISINOPRIL","PREDNISONE, LISINOPRIL",1.46,"(1.18, 1.8)","3.58e-04",483
"METOPROLOL, ACETAMINOPHEN, DIPHENHYDRAMINE","ACETAMINOPHEN, DIPHENHYDRAMINE",1.46,"(1.14, 1.85)","2.28e-03",694
"ACETAMINOPHEN, ACETYLSALICYLIC ACID, ESCITALOPRAM","ACETAMINOPHEN, ESCITALOPRAM",1.46,"(1.2, 1.77)","1.42e-04",609
"ACETYLSALICYLIC ACID, DIGOXIN, AMIODARONE","ACETYLSALICYLIC ACID, DIGOXIN",1.46,"(1.17, 1.81)","7.42e-04",635
"ACETAMINOPHEN, ZOLEDRONATE, DEXAMETHASONE","ACETAMINOPHEN, ZOLEDRONATE",1.46,"(1.3, 1.64)","2.06e-10",1524
"OMEPRAZOLE, FLUTICASONE PROPIONATE, LEVOTHYROXINE","FLUTICASONE PROPIONATE, LEVOTHYROXINE",1.46,"(1.15, 1.85)","1.91e-03",478
"METOPROLOL, OXYCODONE, WARFARIN","METOPROLOL, OXYCODONE",1.46,"(1.21, 1.75)","5.19e-05",661
"METOPROLOL, OMEPRAZOLE, ACETAMINOPHEN","METOPROLOL, ACETAMINOPHEN",1.46,"(1.27, 1.68)","2.32e-07",1192
"METOPROLOL, INSULIN GLARGINE, LISINOPRIL","METOPROLOL, LISINOPRIL",1.46,"(1.17, 1.81)","7.75e-04",1125
"SALBUTAMOL, FLUTICASONE PROPIONATE, HYDROCHLOROTHIAZIDE","SALBUTAMOL, HYDROCHLOROTHIAZIDE",1.46,"(1.2, 1.78)","1.46e-04",452
"ACETYLSALICYLIC ACID, ESOMEPRAZOLE, ALPRAZOLAM","ACETYLSALICYLIC ACID, ESOMEPRAZOLE",1.46,"(1.19, 1.78)","2.70e-04",1010
"METFORMIN, ACETAMINOPHEN, LEVOTHYROXINE","METFORMIN, LEVOTHYROXINE",1.46,"(1.16, 1.83)","1.03e-03",552
"CLOPIDOGREL, FUROSEMIDE, LISINOPRIL","CLOPIDOGREL, FUROSEMIDE",1.46,"(1.24, 1.72)","8.71e-06",850
"PANTOPRAZOLE, ACETYLSALICYLIC ACID, DIGOXIN","PANTOPRAZOLE, DIGOXIN",1.46,"(1.1, 1.94)","7.99e-03",219
"OXYCODONE, ACETAMINOPHEN, CLONAZEPAM","ACETAMINOPHEN, CLONAZEPAM",1.46,"(1.25, 1.71)","2.10e-06",818
"PREDNISONE, ACETYLSALICYLIC ACID, ESOMEPRAZOLE","ACETYLSALICYLIC ACID, ESOMEPRAZOLE",1.46,"(1.21, 1.75)","6.83e-05",1010
"ACETAMINOPHEN, TRAMADOL, LISINOPRIL","ACETAMINOPHEN, LISINOPRIL",1.46,"(1.2, 1.77)","1.62e-04",1120
"METOPROLOL, SIMVASTATIN, HYDROCODONE","METOPROLOL, SIMVASTATIN",1.46,"(1.22, 1.74)","3.06e-05",1528
"TRIAMTERENE, HYDROCHLOROTHIAZIDE, AMLODIPINE","TRIAMTERENE, HYDROCHLOROTHIAZIDE",1.46,"(1.2, 1.76)","1.08e-04",941
"AMOXICILLIN, OXYCODONE, POTASSIUM","AMOXICILLIN, OXYCODONE",1.46,"(1.17, 1.82)","5.47e-04",409
"PROMETHAZINE, SALBUTAMOL, ACETAMINOPHEN","SALBUTAMOL, ACETAMINOPHEN",1.46,"(1.21, 1.75)","7.41e-05",1195
"METOPROLOL, SIMVASTATIN, ACETYLSALICYLIC ACID","METOPROLOL, ACETYLSALICYLIC ACID",1.46,"(1.34, 1.6)","1.50e-16",2442
"SALBUTAMOL, ACETAMINOPHEN, FOLIC ACID","ACETAMINOPHEN, FOLIC ACID",1.46,"(1.15, 1.84)","2.07e-03",644
"ATENOLOL, SIMVASTATIN, ACETYLSALICYLIC ACID","ATENOLOL, ACETYLSALICYLIC ACID",1.46,"(1.3, 1.64)","4.85e-10",1467
"ATENOLOL, ACETYLSALICYLIC ACID, HYDROCHLOROTHIAZIDE","ATENOLOL, ACETYLSALICYLIC ACID",1.46,"(1.26, 1.68)","5.00e-07",1467
"METOPROLOL, ACETAMINOPHEN, GABAPENTIN","ACETAMINOPHEN, GABAPENTIN",1.46,"(1.27, 1.68)","1.61e-07",1689
"OMEPRAZOLE, SALBUTAMOL, FLUTICASONE PROPIONATE","SALBUTAMOL, FLUTICASONE PROPIONATE",1.46,"(1.25, 1.7)","2.80e-06",1368
"OXYCODONE, ACETAMINOPHEN, CALCIUM","OXYCODONE, CALCIUM",1.46,"(1.13, 1.88)","2.54e-03",344
"METOPROLOL, SERTRALINE, ACETAMINOPHEN","SERTRALINE, ACETAMINOPHEN",1.46,"(1.19, 1.78)","2.17e-04",773
"ACETAMINOPHEN, FENTANYL, LISINOPRIL","ACETAMINOPHEN, FENTANYL",1.46,"(1.19, 1.78)","2.73e-04",1108
"PREDNISONE, ACETYLSALICYLIC ACID, CALCIUM","PREDNISONE, ACETYLSALICYLIC ACID",1.46,"(1.2, 1.77)","1.67e-04",992
"METFORMIN, SALMETEROL, FLUTICASONE PROPIONATE","SALMETEROL, FLUTICASONE PROPIONATE",1.46,"(1.23, 1.73)","2.35e-05",2015
"POTASSIUM, FUROSEMIDE, LISINOPRIL","POTASSIUM, FUROSEMIDE",1.46,"(1.18, 1.79)","4.60e-04",664
"METOPROLOL, PANTOPRAZOLE, ACETAMINOPHEN","METOPROLOL, ACETAMINOPHEN",1.46,"(1.26, 1.69)","8.15e-07",1192
"OXYCODONE, SALBUTAMOL, FLUTICASONE PROPIONATE","OXYCODONE, SALBUTAMOL",1.46,"(1.23, 1.73)","1.49e-05",620
"FUROSEMIDE, AMLODIPINE, LISINOPRIL","FUROSEMIDE, AMLODIPINE",1.46,"(1.23, 1.72)","9.52e-06",1022
"METHOTREXATE, VITAMIN D, ADALIMUMAB","METHOTREXATE, ADALIMUMAB",1.46,"(1.03, 2.02)","3.13e-02",627
"METHOTREXATE, PREDNISONE, FUROSEMIDE","METHOTREXATE, FUROSEMIDE",1.46,"(1.02, 2.07)","3.18e-02",145
"NITROGLYCERIN, CLOPIDOGREL, FUROSEMIDE","NITROGLYCERIN, FUROSEMIDE",1.46,"(1.2, 1.76)","1.05e-04",523
"SALBUTAMOL, ACETAMINOPHEN, HYDROCHLOROTHIAZIDE","ACETAMINOPHEN, HYDROCHLOROTHIAZIDE",1.46,"(1.23, 1.72)","1.46e-05",1071
"SALBUTAMOL, SALMETEROL, FLUTICASONE PROPIONATE","SALMETEROL, FLUTICASONE PROPIONATE",1.46,"(1.33, 1.6)","1.89e-16",2015
"OMEPRAZOLE, ACETYLSALICYLIC ACID, FLUTICASONE PROPIONATE","OMEPRAZOLE, ACETYLSALICYLIC ACID",1.46,"(1.22, 1.73)","3.15e-05",1625
"LORAZEPAM, ATORVASTATIN, ACETAMINOPHEN","ATORVASTATIN, ACETAMINOPHEN",1.46,"(1.22, 1.74)","3.78e-05",1259
