"Drug_name","OR","95.CI","Pvalue","ac"
"ACETYLSALICYLIC ACID, ISOSORBIDE MONONITRATE",2.62,"(2.41, 2.85)","1.43e-88",136860
"ATENOLOL, AMIODARONE",2.62,"(2.08, 3.26)","2.83e-14",136860
"MAGNESIUM, ACETAMINOPHEN",2.62,"(2.32, 2.95)","5.55e-45",136860
"POTASSIUM CHLORIDE, PREDNISOLONE",2.62,"(2.17, 3.15)","4.72e-20",136860
"ACETAMINOPHEN, TOLTERODINE",2.62,"(2.19, 3.12)","8.35e-22",136860
"CARVEDILOL, ISOSORBIDE MONONITRATE",2.62,"(2.19, 3.11)","2.94e-22",136860
"MORPHINE, LEVOTHYROXINE",2.62,"(2.29, 2.99)","9.02e-37",136860
"ACETYLSALICYLIC ACID, DIPYRIDAMOLE",2.62,"(2.24, 3.04)","1.09e-28",136860
"ATORVASTATIN, ENOXAPARIN",2.62,"(2.19, 3.11)","3.04e-22",136860
"ACETAMINOPHEN, LANSOPRAZOLE",2.62,"(2.44, 2.81)","7.22e-125",136860
"ATORVASTATIN, BUDESONIDE",2.62,"(2.21, 3.09)","3.75e-24",136860
"VITAMIN C, FUROSEMIDE",2.62,"(2.27, 3.01)","4.81e-33",136860
"CALCITRIOL, AMLODIPINE",2.62,"(2.14, 3.18)","7.98e-18",136860
"LORAZEPAM, BUPROPION",2.62,"(2.28, 2.99)","4.11e-36",136860
"SALMETEROL, AZITHROMYCIN",2.62,"(2.08, 3.25)","2.11e-14",136860
"SIMVASTATIN, VALSARTAN",2.62,"(2.37, 2.88)","1.29e-64",136860
"METHYLPREDNISOLONE, ESOMEPRAZOLE",2.61,"(2.15, 3.16)","7.98e-19",136860
"LORAZEPAM, ATENOLOL",2.61,"(2.28, 2.99)","4.44e-36",136860
"LORAZEPAM, METOPROLOL",2.61,"(2.37, 2.88)","9.85e-66",136860
"SERTRALINE, CLONAZEPAM",2.61,"(2.34, 2.92)","8.64e-52",136860
"VITAMIN C, CALCIUM CARBONATE",2.61,"(2.09, 3.23)","3.84e-15",136860
"METOCLOPRAMIDE, ACYCLOVIR",2.61,"(2.09, 3.24)","7.68e-15",136860
"ALLOPURINOL, LANSOPRAZOLE",2.61,"(2.28, 2.99)","6.50e-36",136860
"OXYCODONE, ACETAMINOPHEN",2.61,"(2.51, 2.72)","0.00e+00",136860
"VITAMIN C, VITAMIN E",2.61,"(2.33, 2.92)","9.88e-50",136860
"PAROXETINE, AMLODIPINE",2.61,"(2.25, 3.02)","2.29e-30",136860
"HYDROCODONE, LENALIDOMIDE",2.61,"(2.17, 3.12)","1.58e-20",136860
"METOPROLOL, MORPHINE",2.61,"(2.28, 2.98)","2.43e-37",136860
"POTASSIUM CHLORIDE, FAMOTIDINE",2.61,"(2.2, 3.08)","4.51e-24",136860
"METFORMIN, PROMETHAZINE",2.61,"(2.11, 3.21)","5.11e-16",136860
"NAPROXEN, CLOPIDOGREL",2.61,"(2.1, 3.21)","1.01e-15",136860
"SIMVASTATIN, LISINOPRIL",2.61,"(2.47, 2.76)","5.75e-194",136860
"ROFECOXIB, ALENDRONATE",2.61,"(2.15, 3.15)","3.23e-19",136860
"MORPHINE, CLONAZEPAM",2.61,"(2.21, 3.07)","4.54e-25",136860
"DIPHENHYDRAMINE, LANSOPRAZOLE",2.61,"(2.14, 3.16)","4.71e-18",136860
"ACETAMINOPHEN, ESOMEPRAZOLE",2.61,"(2.45, 2.78)","7.23e-154",136860
"DILTIAZEM, INSULIN GLARGINE",2.61,"(2.07, 3.25)","4.53e-14",136860
"SALMETEROL, LEVOFLOXACIN",2.61,"(2.12, 3.18)","4.97e-17",136860
"LORAZEPAM, MAGNESIUM",2.61,"(2.12, 3.19)","9.77e-17",136860
"ZOLPIDEM, ALLOPURINOL",2.61,"(2.22, 3.06)","1.03e-25",136860
"SPIRONOLACTONE, ALPRAZOLAM",2.61,"(2.14, 3.15)","1.81e-18",136860
"MELPHALAN, DEXAMETHASONE",2.61,"(2.23, 3.03)","5.91e-28",136860
"DICLOFENAC, IBUPROFEN",2.61,"(2.12, 3.18)","5.21e-17",136860
"PAROXETINE, CLONAZEPAM",2.61,"(2.32, 2.92)","5.46e-48",136860
"LOSARTAN, INSULIN GLARGINE",2.61,"(2.15, 3.14)","3.96e-19",136860
"SERTRALINE, FUROSEMIDE",2.61,"(2.33, 2.91)","6.79e-53",136860
"FISH OIL, HYDROCHLOROTHIAZIDE",2.61,"(2.2, 3.07)","5.20e-24",136860
"AMITRIPTYLINE, LEVOTHYROXINE",2.61,"(2.3, 2.94)","4.81e-43",136860
"DIPHENHYDRAMINE, FAMOTIDINE",2.61,"(2.19, 3.08)","1.42e-23",136860
"METOPROLOL, INSULIN GLARGINE",2.61,"(2.33, 2.91)","2.16e-51",136860
"SULFAMETHOXAZOLE, ACETYLSALICYLIC ACID",2.61,"(2.28, 2.96)","3.15e-38",136860
"ONDANSETRON, ACYCLOVIR",2.61,"(2.19, 3.09)","7.66e-23",136860
"WARFARIN, FAMOTIDINE",2.61,"(2.25, 3)","1.81e-31",136860
"ATORVASTATIN, ISOSORBIDE DINITRATE",2.6,"(2.05, 3.26)","1.96e-13",136860
"SIMVASTATIN, HYDROCHLOROTHIAZIDE",2.6,"(2.42, 2.79)","1.19e-122",136860
"PREGABALIN, BUPROPION",2.6,"(2.12, 3.18)","5.73e-17",136860
"PROMETHAZINE, SALBUTAMOL",2.6,"(2.25, 3)","1.36e-31",136860
"GABAPENTIN, LISINOPRIL",2.6,"(2.37, 2.85)","4.98e-74",136860
"CIPROFLOXACIN, CYCLOPHOSPHAMIDE",2.6,"(2.07, 3.23)","1.31e-14",136860
"PERINDOPRIL, AMLODIPINE",2.6,"(2.1, 3.18)","2.31e-16",136860
"SIMVASTATIN, DOXAZOSIN",2.6,"(2.18, 3.08)","1.29e-22",136860
"DEXAMETHASONE, ENOXAPARIN",2.6,"(2.25, 2.99)","1.44e-31",136860
"QUINAPRIL, LEVOTHYROXINE",2.6,"(2.08, 3.22)","9.69e-15",136860
"FLUTICASONE PROPIONATE, HYDROCHLOROTHIAZIDE",2.6,"(2.33, 2.89)","4.86e-55",136860
"PANTOPRAZOLE, CEFTRIAXONE",2.6,"(2.07, 3.23)","1.92e-14",136860
"METOPROLOL, ATORVASTATIN",2.6,"(2.45, 2.75)","6.49e-193",136860
"ESCITALOPRAM, FLUTICASONE PROPIONATE",2.6,"(2.21, 3.04)","9.28e-26",136860
"RANITIDINE, BUPROPION",2.6,"(2.05, 3.24)","1.08e-13",136860
"ACETYLSALICYLIC ACID, DULOXETINE",2.6,"(2.3, 2.92)","4.42e-44",136860
"CARVEDILOL, CLONIDINE",2.6,"(2.1, 3.18)","3.56e-16",136860
"ATORVASTATIN, CARVEDILOL",2.59,"(2.36, 2.85)","3.36e-70",136860
"TRAZODONE, FOLIC ACID",2.59,"(2.13, 3.14)","5.39e-18",136860
"SUMATRIPTAN, ACETAMINOPHEN",2.59,"(2.18, 3.06)","2.93e-23",136860
"VALSARTAN, IBUPROFEN",2.59,"(2.08, 3.2)","2.71e-15",136860
"CALCIUM, FUROSEMIDE",2.59,"(2.31, 2.91)","3.60e-47",136860
"MONTELUKAST, CLONAZEPAM",2.59,"(2.12, 3.15)","1.91e-17",136860
"ESOMEPRAZOLE, IRBESARTAN",2.59,"(2.11, 3.15)","2.67e-17",136860
"METFORMIN, HYDROCODONE",2.59,"(2.32, 2.89)","1.27e-52",136860
"CEFAZOLIN, FENTANYL",2.59,"(2.13, 3.13)","2.73e-18",136860
"POTASSIUM CHLORIDE, SALMETEROL",2.59,"(2.26, 2.97)","1.68e-34",136860
"NIACIN, HYDROCODONE",2.59,"(2.11, 3.16)","5.22e-17",136860
"ACETAMINOPHEN, DOXAZOSIN",2.59,"(2.12, 3.14)","5.52e-18",136860
"VERAPAMIL, LISINOPRIL",2.59,"(2.17, 3.07)","1.63e-22",136860
"LOVASTATIN, ATENOLOL",2.59,"(2.08, 3.19)","2.02e-15",136860
"TOPIRAMATE, ACETYLSALICYLIC ACID",2.59,"(2.14, 3.12)","6.98e-19",136860
"TRAZODONE, VENLAFAXINE",2.59,"(2.27, 2.95)","3.35e-37",136860
"CLOPIDOGREL, ALPRAZOLAM",2.59,"(2.27, 2.95)","3.35e-37",136860
"TOPIRAMATE, GABAPENTIN",2.59,"(2.2, 3.03)","2.21e-25",136860
"ONDANSETRON, PROMETHAZINE",2.59,"(2.25, 2.97)","3.73e-33",136860
"PAROXETINE, ACETYLSALICYLIC ACID",2.59,"(2.34, 2.86)","7.44e-61",136860
"CALCIUM CARBONATE, LISINOPRIL",2.59,"(2.14, 3.11)","1.89e-19",136860
"WARFARIN, FENOFIBRATE",2.59,"(2.15, 3.1)","2.55e-20",136860
"MIRTAZAPINE, FUROSEMIDE",2.59,"(2.16, 3.08)","2.51e-21",136860
"FLUTICASONE PROPIONATE, GUAIFENESIN",2.59,"(2.17, 3.07)","3.52e-22",136860
"OMEPRAZOLE, CYCLOPHOSPHAMIDE",2.59,"(2.17, 3.07)","4.91e-22",136860
"PROMETHAZINE, ESOMEPRAZOLE",2.59,"(2.19, 3.04)","9.00e-25",136860
"METOCLOPRAMIDE, ACETAMINOPHEN",2.59,"(2.39, 2.8)","4.77e-95",136860
"TIOTROPIUM, VITAMIN D",2.59,"(2.13, 3.12)","1.54e-18",136860
"POTASSIUM CHLORIDE, SALBUTAMOL",2.59,"(2.35, 2.84)","7.21e-70",136860
"ACETYLSALICYLIC ACID, CALCIUM CARBONATE",2.59,"(2.33, 2.86)","1.43e-60",136860
"ONDANSETRON, AMLODIPINE",2.59,"(2.19, 3.03)","6.88e-25",136860
"CELECOXIB, LEVOTHYROXINE",2.58,"(2.32, 2.88)","2.15e-53",136860
"MAGNESIUM, ONDANSETRON",2.58,"(2.05, 3.22)","4.68e-14",136860
"CLOPIDOGREL, DIAZEPAM",2.58,"(2.11, 3.14)","2.49e-17",136860
"FENOFIBRATE, FLUTICASONE PROPIONATE",2.58,"(2.06, 3.2)","1.76e-14",136860
"RABEPRAZOLE, ZOLPIDEM",2.58,"(2.11, 3.13)","1.27e-17",136860
"ACETYLSALICYLIC ACID, HYDROXYZINE",2.58,"(2.2, 3.02)","7.62e-26",136860
"SIMVASTATIN, DIPHENHYDRAMINE",2.58,"(2.14, 3.09)","5.96e-20",136860
"SALBUTAMOL, FLUOXETINE",2.58,"(2.22, 2.99)","2.06e-29",136860
"CLONAZEPAM, FENTANYL",2.58,"(2.24, 2.96)","2.07e-32",136860
"POTASSIUM CHLORIDE, DIPHENHYDRAMINE",2.58,"(2.17, 3.05)","8.87e-23",136860
"PANTOPRAZOLE, INSULIN ASPART",2.58,"(2.05, 3.21)","3.64e-14",136860
"CELECOXIB, CLOPIDOGREL",2.58,"(2.17, 3.05)","1.29e-22",136860
"SIMVASTATIN, TORASEMIDE",2.58,"(2.12, 3.11)","1.27e-18",136860
"METFORMIN, FAMOTIDINE",2.58,"(2.09, 3.15)","2.68e-16",136860
"FAMOTIDINE, FLUCONAZOLE",2.58,"(2.11, 3.12)","9.60e-18",136860
"TRAZODONE, LISINOPRIL",2.58,"(2.23, 2.97)","1.69e-31",136860
"METOPROLOL, VITAMIN C",2.58,"(2.2, 3)","6.65e-27",136860
"POTASSIUM, DIGOXIN",2.58,"(2.21, 2.99)","9.02e-29",136860
"RAMIPRIL, IBUPROFEN",2.58,"(2.07, 3.17)","2.01e-15",136860
"POTASSIUM CHLORIDE, VITAMIN C",2.58,"(2.15, 3.07)","3.67e-21",136860
"RANITIDINE, TRAMADOL",2.58,"(2.15, 3.07)","5.13e-21",136860
"POTASSIUM CHLORIDE, ENALAPRIL",2.57,"(2.13, 3.09)","1.87e-19",136860
"MORPHINE, FOLIC ACID",2.57,"(2.17, 3.03)","1.94e-23",136860
"CIPROFLOXACIN, DIGOXIN",2.57,"(2.05, 3.19)","2.12e-14",136860
"METOPROLOL, BUMETANIDE",2.57,"(2.04, 3.21)","1.10e-13",136860
"MORPHINE, OMEPRAZOLE",2.57,"(2.31, 2.86)","3.59e-55",136860
"ACETAMINOPHEN, VITAMIN C",2.57,"(2.29, 2.88)","3.82e-47",136860
"METOPROLOL, TOLTERODINE",2.57,"(2.05, 3.19)","2.97e-14",136860
"POTASSIUM, LEVOTHYROXINE",2.57,"(2.29, 2.88)","6.72e-47",136860
"POTASSIUM CHLORIDE, RANITIDINE",2.57,"(2.2, 2.99)","3.01e-27",136860
"OMEPRAZOLE, VALSARTAN",2.57,"(2.28, 2.89)","6.59e-46",136860
"SIMVASTATIN, CARVEDILOL",2.57,"(2.34, 2.82)","2.34e-72",136860
"NIFEDIPINE, LISINOPRIL",2.57,"(2.17, 3.03)","7.59e-24",136860
"IPRATROPIUM BROMIDE, IRON",2.57,"(2.05, 3.19)","2.22e-14",136860
"HYDROCODONE, HYDROXYCHLOROQUINE",2.57,"(2.04, 3.19)","4.36e-14",136860
"CETIRIZINE, FUROSEMIDE",2.57,"(2.17, 3.02)","4.21e-24",136860
"METOPROLOL, LOPERAMIDE",2.57,"(2.06, 3.16)","3.25e-15",136860
"LORAZEPAM, HEPARIN",2.57,"(2.15, 3.05)","3.41e-21",136860
"BISOPROLOL, CLOPIDOGREL",2.57,"(2.24, 2.93)","1.35e-35",136860
"LOSARTAN, SALBUTAMOL",2.57,"(2.21, 2.97)","8.83e-29",136860
"TRAZODONE, ESOMEPRAZOLE",2.57,"(2.16, 3.03)","3.19e-23",136860
"ALENDRONATE, LANSOPRAZOLE",2.57,"(2.25, 2.92)","1.45e-37",136860
"AMOXICILLIN, SALBUTAMOL",2.57,"(2.23, 2.93)","3.81e-34",136860
"ACETAMINOPHEN, VALSARTAN",2.57,"(2.31, 2.85)","9.44e-56",136860
"LORAZEPAM, FLUTICASONE PROPIONATE",2.56,"(2.24, 2.92)","1.24e-35",136860
"TERAZOSIN, FUROSEMIDE",2.56,"(2.12, 3.08)","6.45e-19",136860
"ZOLPIDEM, ESZOPICLONE",2.56,"(2.13, 3.07)","4.85e-20",136860
"TAMSULOSIN, FLUTICASONE PROPIONATE",2.56,"(2.1, 3.11)","1.75e-17",136860
"PANTOPRAZOLE, HYDROXYZINE",2.56,"(2.06, 3.16)","5.70e-15",136860
"OMEPRAZOLE, CALCITRIOL",2.56,"(2.05, 3.17)","1.83e-14",136860
"MELPHALAN, ACETYLSALICYLIC ACID",2.56,"(2.03, 3.19)","9.39e-14",136860
"NITROGLYCERIN, EZETIMIBE",2.56,"(2.1, 3.1)","1.82e-17",136860
"ROFECOXIB, VALSARTAN",2.56,"(2.07, 3.14)","1.46e-15",136860
"LORAZEPAM, PANTOPRAZOLE",2.56,"(2.31, 2.83)","9.10e-58",136860
"RANITIDINE, TRAZODONE",2.56,"(2.03, 3.19)","7.02e-14",136860
"CAPECITABINE, DOCETAXEL",2.56,"(2.15, 3.02)","1.46e-22",136860
"FLUOXETINE, FOLIC ACID",2.56,"(2.14, 3.05)","7.87e-21",136860
"MAGNESIUM OXIDE, POTASSIUM CHLORIDE",2.56,"(2.09, 3.11)","3.74e-17",136860
"RAMIPRIL, TRAMADOL",2.56,"(2.08, 3.12)","1.41e-16",136860
"FAMOTIDINE, LISINOPRIL",2.56,"(2.17, 3)","2.23e-24",136860
"ONDANSETRON, DOXORUBICIN",2.56,"(2.18, 2.99)","1.21e-25",136860
"OMEPRAZOLE, GLYBURIDE",2.56,"(2.15, 3.03)","4.03e-22",136860
"PANTOPRAZOLE, CARVEDILOL",2.56,"(2.21, 2.95)","1.90e-30",136860
"MORPHINE, HYDROCORTISONE",2.56,"(2.02, 3.2)","3.80e-13",136860
"GLIPIZIDE, LANSOPRAZOLE",2.56,"(2.02, 3.2)","3.80e-13",136860
"VITAMIN C, IBUPROFEN",2.56,"(2.11, 3.07)","4.16e-19",136860
"CALCIUM CARBONATE, FLUTICASONE PROPIONATE",2.56,"(2.07, 3.13)","7.92e-16",136860
"MORPHINE, CLOPIDOGREL",2.56,"(2.09, 3.1)","2.89e-17",136860
"LORATADINE, SALBUTAMOL",2.55,"(2.24, 2.91)","4.65e-36",136860
"NIACIN, PANTOPRAZOLE",2.55,"(2.04, 3.17)","4.13e-14",136860
"SALMETEROL, ZOLPIDEM",2.55,"(2.17, 2.98)","9.83e-26",136860
"SIMVASTATIN, IPRATROPIUM BROMIDE",2.55,"(2.22, 2.92)","7.11e-34",136860
"SPIRONOLACTONE, LISINOPRIL",2.55,"(2.24, 2.9)","3.78e-37",136860
"SENNA, FUROSEMIDE",2.55,"(2.14, 3.03)","1.26e-21",136860
"SALBUTAMOL, LISINOPRIL",2.55,"(2.34, 2.78)","6.87e-81",136860
"OXYBUTYNIN, LEVOTHYROXINE",2.55,"(2.1, 3.08)","2.33e-18",136860
"ACETAMINOPHEN, FLUTICASONE PROPIONATE",2.55,"(2.37, 2.75)","5.54e-106",136860
"CLOPIDOGREL, DILTIAZEM",2.55,"(2.22, 2.92)","2.93e-33",136860
"ROSUVASTATIN, FOLIC ACID",2.55,"(2.12, 3.04)","2.51e-20",136860
"SALBUTAMOL, VITAMIN C",2.55,"(2.13, 3.03)","6.87e-21",136860
"ACETAMINOPHEN, TORASEMIDE",2.55,"(2.04, 3.15)","2.60e-14",136860
"METOPROLOL, ACETAMINOPHEN",2.55,"(2.4, 2.71)","2.20e-163",136860
"CLONIDINE, HYDROCHLOROTHIAZIDE",2.55,"(2.2, 2.94)","3.53e-30",136860
"OMEPRAZOLE, CAPECITABINE",2.55,"(2.05, 3.14)","9.31e-15",136860
"CODEINE, FUROSEMIDE",2.55,"(2.17, 2.98)","5.82e-25",136860
"LOVASTATIN, WARFARIN",2.55,"(2.03, 3.17)","6.36e-14",136860
"POTASSIUM CHLORIDE, INSULIN ASPART",2.55,"(2.03, 3.17)","6.36e-14",136860
"METOCLOPRAMIDE, FOLIC ACID",2.55,"(2.15, 3)","5.99e-23",136860
"PREGABALIN, DICLOFENAC",2.55,"(2.06, 3.12)","1.28e-15",136860
"OMEPRAZOLE, CLONIDINE",2.54,"(2.13, 3.02)","2.92e-21",136860
"MEPERIDINE, ACETAMINOPHEN",2.54,"(2.13, 3.02)","5.73e-21",136860
"POTASSIUM, PREDNISOLONE",2.54,"(2.08, 3.08)","2.00e-17",136860
"METFORMIN, EZETIMIBE",2.54,"(2.29, 2.81)","7.26e-58",136860
"SALBUTAMOL, TRIAMCINOLONE",2.54,"(2.18, 2.95)","3.33e-27",136860
"DILTIAZEM, ALPRAZOLAM",2.54,"(2.14, 3.01)","3.33e-22",136860
"CONJUGATED ESTROGENS, LEVOTHYROXINE",2.54,"(2.31, 2.8)","1.44e-64",136860
"TRAZODONE, LEVOTHYROXINE",2.54,"(2.23, 2.89)","9.64e-37",136860
"NITROGLYCERIN, LANSOPRAZOLE",2.54,"(2.11, 3.03)","4.38e-20",136860
"DICLOFENAC, FENTANYL",2.54,"(2.06, 3.1)","3.82e-16",136860
"SERTRALINE, LISINOPRIL",2.54,"(2.24, 2.87)","6.00e-40",136860
"NITROGLYCERIN, LEVOTHYROXINE",2.54,"(2.2, 2.92)","2.25e-31",136860
"TAMSULOSIN, ESOMEPRAZOLE",2.54,"(2.11, 3.03)","8.66e-20",136860
"TRIMETHOPRIM, FOLIC ACID",2.54,"(2.13, 3.01)","9.51e-22",136860
"CONJUGATED ESTROGENS, FUROSEMIDE",2.54,"(2.17, 2.95)","1.21e-26",136860
"ESOMEPRAZOLE, INSULIN GLARGINE",2.54,"(2.15, 2.98)","2.82e-24",136860
"VENLAFAXINE, FOLIC ACID",2.54,"(2.08, 3.07)","1.18e-17",136860
"SIMVASTATIN, VITAMIN C",2.54,"(2.15, 2.98)","7.84e-24",136860
"ESOMEPRAZOLE, FLUTICASONE PROPIONATE",2.54,"(2.29, 2.81)","3.95e-57",136860
"ZOLPIDEM, ALPRAZOLAM",2.54,"(2.33, 2.76)","1.57e-79",136860
"OMEPRAZOLE, SULFAMETHOXAZOLE",2.54,"(2.21, 2.9)","1.90e-34",136860
"QUETIAPINE, AMITRIPTYLINE",2.54,"(2.07, 3.09)","1.13e-16",136860
"HYDRALAZINE, AMLODIPINE",2.54,"(2.09, 3.06)","4.98e-18",136860
"RANITIDINE, AMLODIPINE",2.54,"(2.23, 2.87)","2.34e-38",136860
"PANTOPRAZOLE, POTASSIUM CHLORIDE",2.54,"(2.29, 2.81)","2.23e-56",136860
"IPRATROPIUM BROMIDE, AMLODIPINE",2.54,"(2.15, 2.98)","6.00e-24",136860
"OXYCODONE, LOPERAMIDE",2.53,"(2.01, 3.15)","1.66e-13",136860
"MORPHINE, TRIMETHOPRIM",2.53,"(2.08, 3.07)","2.41e-17",136860
"METOPROLOL, PREDNISONE",2.53,"(2.34, 2.74)","5.24e-91",136860
"PREGABALIN, SIMVASTATIN",2.53,"(2.22, 2.88)","1.78e-36",136860
"PAROXETINE, SERTRALINE",2.53,"(2.15, 2.96)","6.69e-25",136860
"SIMVASTATIN, BACLOFEN",2.53,"(2.02, 3.15)","1.20e-13",136860
"LOSARTAN, FOLIC ACID",2.53,"(2.14, 2.99)","1.22e-22",136860
"SPIRONOLACTONE, IRON",2.53,"(2.08, 3.06)","2.07e-17",136860
"SIMVASTATIN, FOLIC ACID",2.53,"(2.3, 2.78)","1.34e-64",136860
"METFORMIN, DIPHENHYDRAMINE",2.53,"(2.04, 3.11)","6.05e-15",136860
"TRIAMTERENE, HYDROCHLOROTHIAZIDE",2.53,"(2.37, 2.71)","7.40e-128",136860
"TRAMADOL, DICLOFENAC",2.53,"(2.14, 2.97)","1.28e-23",136860
"METOPROLOL, OMEPRAZOLE",2.53,"(2.36, 2.71)","8.49e-118",136860
"SERTRALINE, ACETYLSALICYLIC ACID",2.53,"(2.32, 2.76)","9.27e-77",136860
"SALBUTAMOL, CLAVULANATE",2.53,"(2.03, 3.12)","8.52e-15",136860
"ESOMEPRAZOLE, FISH OIL",2.53,"(2.07, 3.06)","4.19e-17",136860
"PANTOPRAZOLE, CALCIUM CARBONATE",2.53,"(2.11, 3.02)","4.16e-20",136860
"METOPROLOL, ESCITALOPRAM",2.53,"(2.21, 2.88)","7.77e-35",136860
"DIPHENHYDRAMINE, LEVOTHYROXINE",2.53,"(2.17, 2.93)","1.26e-27",136860
"LORAZEPAM, TIOTROPIUM",2.53,"(2.07, 3.06)","2.16e-17",136860
"ACYCLOVIR, DEXAMETHASONE",2.53,"(2.22, 2.87)","7.80e-38",136860
"FUROSEMIDE, ISOSORBIDE MONONITRATE",2.53,"(2.27, 2.8)","2.49e-54",136860
"ACETAMINOPHEN, GUAIFENESIN",2.53,"(2.25, 2.84)","2.85e-44",136860
"MORPHINE, LANSOPRAZOLE",2.53,"(2.16, 2.94)","2.43e-26",136860
"METOCLOPRAMIDE, DIPHENHYDRAMINE",2.53,"(2.07, 3.07)","5.43e-17",136860
"RANITIDINE, SPIRONOLACTONE",2.53,"(2.04, 3.1)","3.45e-15",136860
"PAROXETINE, POTASSIUM CHLORIDE",2.53,"(2.1, 3.01)","3.40e-20",136860
"INTERFERON BETA-1A, LEVOTHYROXINE",2.52,"(2.13, 2.98)","1.48e-22",136860
"CELECOXIB, LISINOPRIL",2.52,"(2.19, 2.9)","5.04e-31",136860
"ACETAMINOPHEN, DILTIAZEM",2.52,"(2.27, 2.81)","1.88e-52",136860
"ATORVASTATIN, DULOXETINE",2.52,"(2.15, 2.94)","2.80e-25",136860
"FAMOTIDINE, LANSOPRAZOLE",2.52,"(2.07, 3.05)","2.34e-17",136860
"SIMVASTATIN, INSULIN- ISOPHANE",2.52,"(2.01, 3.13)","6.93e-14",136860
"VANCOMYCIN, DEXAMETHASONE",2.52,"(2.02, 3.12)","2.66e-14",136860
"WARFARIN, LENALIDOMIDE",2.52,"(2.18, 2.91)","2.81e-29",136860
"PANTOPRAZOLE, VALSARTAN",2.52,"(2.18, 2.91)","2.05e-29",136860
"OLANZAPINE, GABAPENTIN",2.52,"(2.09, 3.02)","4.99e-19",136860
"TAMSULOSIN, CLOPIDOGREL",2.52,"(2.13, 2.96)","9.93e-24",136860
"PANTOPRAZOLE, HYDROCHLOROTHIAZIDE",2.52,"(2.26, 2.8)","1.56e-51",136860
"RABEPRAZOLE, WARFARIN",2.52,"(2.06, 3.05)","4.94e-17",136860
"METOCLOPRAMIDE, PANTOPRAZOLE",2.52,"(2.24, 2.82)","1.31e-46",136860
"PROPOXYPHENE, ACETAMINOPHEN",2.52,"(2.33, 2.72)","1.70e-98",136860
"DILTIAZEM, ALLOPURINOL",2.52,"(2.07, 3.03)","6.94e-18",136860
"MAGNESIUM, ATORVASTATIN",2.52,"(2.04, 3.07)","8.68e-16",136860
"SALBUTAMOL, IBUPROFEN",2.52,"(2.24, 2.82)","6.95e-46",136860
"SERTRALINE, AMLODIPINE",2.52,"(2.2, 2.87)","7.35e-35",136860
"PRAVASTATIN, CLOPIDOGREL",2.51,"(2.21, 2.85)","1.79e-37",136860
"QUETIAPINE, CYCLOBENZAPRINE",2.51,"(2.04, 3.08)","1.70e-15",136860
"TRAZODONE, CLOPIDOGREL",2.51,"(1.98, 3.16)","2.18e-12",136860
"METFORMIN, RANITIDINE",2.51,"(2.17, 2.9)","4.77e-29",136860
"ACETYLSALICYLIC ACID, FENTANYL",2.51,"(2.28, 2.77)","2.07e-62",136860
"LOSARTAN, OMEPRAZOLE",2.51,"(2.22, 2.83)","9.72e-41",136860
"NITROGLYCERIN, RANITIDINE",2.51,"(2.02, 3.09)","6.23e-15",136860
"ATENOLOL, ACETYLSALICYLIC ACID",2.51,"(2.38, 2.65)","4.59e-195",136860
"LOSARTAN, CLOPIDOGREL",2.51,"(2.18, 2.88)","4.99e-32",136860
"POTASSIUM, HYDROCHLOROTHIAZIDE",2.51,"(2.23, 2.81)","6.11e-45",136860
"OXYCODONE, CODEINE",2.51,"(2.05, 3.05)","2.87e-16",136860
"METFORMIN, TEMAZEPAM",2.51,"(2, 3.12)","1.58e-13",136860
"ONDANSETRON, ATENOLOL",2.51,"(2, 3.12)","1.58e-13",136860
"METHADONE, CLONAZEPAM",2.51,"(2.01, 3.11)","4.36e-14",136860
"TOLTERODINE, FUROSEMIDE",2.51,"(2.01, 3.1)","2.31e-14",136860
"RANITIDINE, ALLOPURINOL",2.51,"(2.08, 3)","4.64e-19",136860
"TRAZODONE, FENTANYL",2.51,"(2.08, 3)","3.47e-19",136860
"METHYLPREDNISOLONE, LEVOFLOXACIN",2.51,"(2.09, 2.99)","1.50e-19",136860
"METOPROLOL, INSULIN REGULAR",2.51,"(2, 3.11)","8.61e-14",136860
"NIACIN, GABAPENTIN",2.51,"(2.01, 3.1)","4.54e-14",136860
"PREDNISONE, THALIDOMIDE",2.51,"(2.14, 2.93)","3.06e-25",136860
"OMEPRAZOLE, PRAVASTATIN",2.51,"(2.19, 2.85)","8.16e-35",136860
"ALPRAZOLAM, IPRATROPIUM BROMIDE",2.51,"(2.1, 2.98)","1.59e-20",136860
"CALCIUM CARBONATE, LEVOTHYROXINE",2.5,"(2.19, 2.86)","2.01e-33",136860
"ONDANSETRON, CAPECITABINE",2.5,"(2.04, 3.05)","6.06e-16",136860
"VANCOMYCIN, WARFARIN",2.5,"(2.01, 3.09)","1.87e-14",136860
"BUPROPION, FOLIC ACID",2.5,"(2.01, 3.09)","3.52e-14",136860
"SALBUTAMOL, ISOSORBIDE MONONITRATE",2.5,"(2.04, 3.04)","2.28e-16",136860
"NITROGLYCERIN, WARFARIN",2.5,"(2.18, 2.86)","1.37e-32",136860
"FINASTERIDE, LISINOPRIL",2.5,"(1.98, 3.13)","6.46e-13",136860
"FENTANYL, LANSOPRAZOLE",2.5,"(2.15, 2.89)","3.46e-28",136860
"VITAMIN D, ACETYLSALICYLIC ACID",2.5,"(2.33, 2.68)","7.24e-115",136860
