"Drug_name","OR","95.CI","Pvalue","ac"
"METOPROLOL, SIMVASTATIN, FUROSEMIDE",3.09,"(2.79, 3.41)","3.18e-84",136860
"ACETYLSALICYLIC ACID, GABAPENTIN, LEVOTHYROXINE",3.09,"(2.62, 3.62)","1.84e-33",136860
"SALBUTAMOL, GABAPENTIN, IPRATROPIUM BROMIDE",3.09,"(2.59, 3.65)","4.33e-30",136860
"POTASSIUM CHLORIDE, FUROSEMIDE, IPRATROPIUM BROMIDE",3.09,"(2.63, 3.61)","9.43e-35",136860
"SALBUTAMOL, ACETYLSALICYLIC ACID, FUROSEMIDE",3.09,"(2.79, 3.41)","1.46e-82",136860
"LORAZEPAM, ACETYLSALICYLIC ACID, AMLODIPINE",3.08,"(2.52, 3.74)","4.10e-23",136860
"METFORMIN, SALBUTAMOL, FUROSEMIDE",3.08,"(2.6, 3.64)","5.86e-31",136860
"METOPROLOL, SALBUTAMOL, LEVOTHYROXINE",3.08,"(2.5, 3.77)","8.66e-22",136860
"LORAZEPAM, SALBUTAMOL, SALMETEROL",3.08,"(2.53, 3.72)","2.08e-24",136860
"ESOMEPRAZOLE, FLUTICASONE PROPIONATE, FUROSEMIDE",3.08,"(2.48, 3.79)","1.16e-20",136860
"OMEPRAZOLE, POTASSIUM CHLORIDE, SIMVASTATIN",3.08,"(2.54, 3.71)","8.99e-25",136860
"ACETYLSALICYLIC ACID, HYDROCHLOROTHIAZIDE, LISINOPRIL",3.08,"(2.78, 3.41)","1.83e-81",136860
"METOPROLOL, FENTANYL, FUROSEMIDE",3.08,"(2.53, 3.72)","2.23e-24",136860
"LOSARTAN, ACETYLSALICYLIC ACID, FUROSEMIDE",3.08,"(2.67, 3.54)","2.34e-43",136860
"LORAZEPAM, SALBUTAMOL, ACETYLSALICYLIC ACID",3.08,"(2.54, 3.71)","6.53e-25",136860
"FUROSEMIDE, HYDROCODONE, LEVOTHYROXINE",3.08,"(2.61, 3.6)","5.16e-34",136860
"METOPROLOL, INSULIN GLARGINE, LISINOPRIL",3.07,"(2.48, 3.77)","5.73e-21",136860
"ACETAMINOPHEN, ACETYLSALICYLIC ACID, FLUTICASONE PROPIONATE",3.07,"(2.67, 3.52)","1.47e-44",136860
"PREDNISONE, ACETYLSALICYLIC ACID, CLOPIDOGREL",3.07,"(2.61, 3.59)","3.75e-34",136860
"OMEPRAZOLE, ACETYLSALICYLIC ACID, FLUTICASONE PROPIONATE",3.07,"(2.6, 3.61)","4.21e-32",136860
"ACETYLSALICYLIC ACID, DILTIAZEM, HYDROCHLOROTHIAZIDE",3.07,"(2.47, 3.78)","2.24e-20",136860
"METOPROLOL, SIMVASTATIN, CLOPIDOGREL",3.07,"(2.77, 3.4)","3.11e-79",136860
"ACETAMINOPHEN, HYDROCHLOROTHIAZIDE, AMLODIPINE",3.07,"(2.61, 3.59)","6.76e-34",136860
"METOPROLOL, HYDROCODONE, LEVOTHYROXINE",3.07,"(2.49, 3.75)","1.91e-21",136860
"AMOXICILLIN, POTASSIUM, SALBUTAMOL",3.07,"(2.47, 3.77)","1.63e-20",136860
"ACETAMINOPHEN, TIOTROPIUM, FLUTICASONE PROPIONATE",3.06,"(2.54, 3.67)","2.96e-26",136860
"ACETYLSALICYLIC ACID, FLUTICASONE PROPIONATE, FUROSEMIDE",3.06,"(2.67, 3.5)","2.69e-47",136860
"PREDNISONE, SALMETEROL, ACETAMINOPHEN",3.06,"(2.53, 3.67)","1.16e-25",136860
"METFORMIN, ACETYLSALICYLIC ACID, ESOMEPRAZOLE",3.06,"(2.58, 3.61)","7.83e-31",136860
"AMOXICILLIN, ACETYLSALICYLIC ACID, FUROSEMIDE",3.06,"(2.5, 3.72)","1.11e-22",136860
"ATORVASTATIN, ACETYLSALICYLIC ACID, LISINOPRIL",3.06,"(2.78, 3.36)","7.01e-93",136860
"ACETAMINOPHEN, ACETYLSALICYLIC ACID, INSULIN GLARGINE",3.06,"(2.55, 3.64)","7.96e-28",136860
"METOPROLOL, PREDNISONE, ACETYLSALICYLIC ACID",3.06,"(2.69, 3.46)","3.35e-53",136860
"ACETAMINOPHEN, FLUTICASONE PROPIONATE, IPRATROPIUM BROMIDE",3.06,"(2.56, 3.62)","6.39e-29",136860
"ACETYLSALICYLIC ACID, CALCIUM, FUROSEMIDE",3.05,"(2.56, 3.62)","1.87e-29",136860
"SIMVASTATIN, ACETYLSALICYLIC ACID, FENTANYL",3.05,"(2.49, 3.72)","2.95e-22",136860
"METFORMIN, ROSUVASTATIN, ACETYLSALICYLIC ACID",3.05,"(2.62, 3.55)","3.60e-37",136860
"OMEPRAZOLE, POTASSIUM CHLORIDE, ACETAMINOPHEN",3.05,"(2.64, 3.51)","6.17e-42",136860
"DILTIAZEM, FUROSEMIDE, LISINOPRIL",3.05,"(2.49, 3.71)","8.62e-23",136860
"WARFARIN, FUROSEMIDE, HYDROCHLOROTHIAZIDE",3.05,"(2.45, 3.76)","1.23e-19",136860
"PREDNISONE, WARFARIN, FOLIC ACID",3.05,"(2.45, 3.76)","5.30e-20",136860
"SERTRALINE, ACETAMINOPHEN, LEVOTHYROXINE",3.05,"(2.5, 3.7)","3.97e-23",136860
"SALMETEROL, ACETYLSALICYLIC ACID, IPRATROPIUM BROMIDE",3.05,"(2.53, 3.65)","6.97e-26",136860
"SALBUTAMOL, SALMETEROL, ZOLPIDEM",3.05,"(2.5, 3.69)","2.69e-23",136860
"OMEPRAZOLE, SIMVASTATIN, FLUTICASONE PROPIONATE",3.05,"(2.46, 3.74)","2.44e-20",136860
"METOPROLOL, ACETAMINOPHEN, CLOPIDOGREL",3.05,"(2.65, 3.48)","1.84e-45",136860
"ACETAMINOPHEN, CLOPIDOGREL, FUROSEMIDE",3.05,"(2.66, 3.48)","7.94e-46",136860
"NITROGLYCERIN, SALBUTAMOL, FUROSEMIDE",3.04,"(2.54, 3.63)","1.75e-27",136860
"SIMVASTATIN, FUROSEMIDE, LEVOTHYROXINE",3.04,"(2.68, 3.44)","2.61e-54",136860
"VITAMIN D, ACETYLSALICYLIC ACID, FLUTICASONE PROPIONATE",3.04,"(2.44, 3.75)","9.55e-20",136860
"SALMETEROL, FUROSEMIDE, LISINOPRIL",3.04,"(2.46, 3.73)","7.61e-21",136860
"POTASSIUM CHLORIDE, CARVEDILOL, LISINOPRIL",3.04,"(2.46, 3.72)","5.16e-21",136860
"OMEPRAZOLE, ATORVASTATIN, LISINOPRIL",3.04,"(2.53, 3.63)","1.07e-26",136860
"VALSARTAN, ACETYLSALICYLIC ACID, FUROSEMIDE",3.04,"(2.65, 3.47)","1.74e-45",136860
"SIMVASTATIN, FUROSEMIDE, AMLODIPINE",3.04,"(2.66, 3.45)","1.17e-49",136860
"METOPROLOL, OMEPRAZOLE, SALBUTAMOL",3.04,"(2.5, 3.67)","9.62e-24",136860
"LOSARTAN, METOPROLOL, FUROSEMIDE",3.04,"(2.52, 3.64)","6.17e-26",136860
"OMEPRAZOLE, ACETYLSALICYLIC ACID, AMLODIPINE",3.04,"(2.69, 3.41)","9.91e-59",136860
"ATORVASTATIN, CLOPIDOGREL, LANSOPRAZOLE",3.04,"(2.46, 3.72)","8.69e-21",136860
"ACETAMINOPHEN, TIOTROPIUM, HYDROCODONE",3.04,"(2.49, 3.67)","1.03e-23",136860
"METOPROLOL, AMLODIPINE, LISINOPRIL",3.03,"(2.65, 3.45)","4.35e-48",136860
"ACETAMINOPHEN, ACETYLSALICYLIC ACID, DIPHENHYDRAMINE",3.03,"(2.56, 3.57)","2.36e-31",136860
"ACETAMINOPHEN, FUROSEMIDE, LANSOPRAZOLE",3.03,"(2.61, 3.51)","8.18e-39",136860
"METOPROLOL, WARFARIN, AMIODARONE",3.03,"(2.49, 3.66)","1.10e-23",136860
"SIMVASTATIN, VALSARTAN, FUROSEMIDE",3.03,"(2.45, 3.71)","9.29e-21",136860
"PANTOPRAZOLE, POTASSIUM CHLORIDE, ACETYLSALICYLIC ACID",3.03,"(2.56, 3.58)","1.99e-30",136860
"RANITIDINE, ACETYLSALICYLIC ACID, AMLODIPINE",3.03,"(2.45, 3.71)","6.30e-21",136860
"OMEPRAZOLE, ACETYLSALICYLIC ACID, IRON",3.03,"(2.53, 3.61)","1.12e-27",136860
"SALMETEROL, ACETAMINOPHEN, HYDROCODONE",3.03,"(2.64, 3.47)","2.18e-44",136860
"METOPROLOL, ATORVASTATIN, VALSARTAN",3.03,"(2.48, 3.68)","1.47e-22",136860
"SALMETEROL, FLUTICASONE PROPIONATE, IRON",3.03,"(2.46, 3.7)","4.27e-21",136860
"ATENOLOL, FUROSEMIDE, AMLODIPINE",3.03,"(2.55, 3.57)","3.35e-30",136860
"ACETYLSALICYLIC ACID, FISH OIL, LISINOPRIL",3.03,"(2.53, 3.61)","2.78e-27",136860
"OMEPRAZOLE, ACETAMINOPHEN, TRAMADOL",3.03,"(2.62, 3.48)","1.91e-41",136860
"METOPROLOL, ACETAMINOPHEN, VITAMIN D",3.03,"(2.44, 3.73)","8.45e-20",136860
"ONDANSETRON, ACETAMINOPHEN, LISINOPRIL",3.03,"(2.43, 3.74)","1.96e-19",136860
"POTASSIUM, ACETYLSALICYLIC ACID, AMLODIPINE",3.03,"(2.47, 3.67)","1.57e-22",136860
"PREDNISONE, FLUTICASONE PROPIONATE, IPRATROPIUM BROMIDE",3.03,"(2.51, 3.62)","3.71e-26",136860
"SIMVASTATIN, WARFARIN, FUROSEMIDE",3.02,"(2.7, 3.38)","5.10e-65",136860
"RAMIPRIL, ATORVASTATIN, CLOPIDOGREL",3.02,"(2.57, 3.53)","6.24e-34",136860
"OMEPRAZOLE, SERTRALINE, ACETYLSALICYLIC ACID",3.02,"(2.45, 3.7)","7.68e-21",136860
"ACETYLSALICYLIC ACID, CARVEDILOL, ALLOPURINOL",3.02,"(2.51, 3.61)","4.23e-26",136860
"ATORVASTATIN, VALSARTAN, ACETYLSALICYLIC ACID",3.02,"(2.63, 3.46)","1.85e-43",136860
"AMOXICILLIN, ACETAMINOPHEN, CLAVULANATE",3.02,"(2.69, 3.38)","1.49e-62",136860
"POTASSIUM CHLORIDE, ATENOLOL, FUROSEMIDE",3.02,"(2.55, 3.55)","3.74e-31",136860
"METOPROLOL, SALBUTAMOL, FUROSEMIDE",3.02,"(2.63, 3.45)","4.68e-45",136860
"ACETAMINOPHEN, CLOPIDOGREL, ESOMEPRAZOLE",3.02,"(2.43, 3.71)","4.43e-20",136860
"ACETYLSALICYLIC ACID, ALLOPURINOL, LISINOPRIL",3.02,"(2.51, 3.6)","1.32e-26",136860
"ACETAMINOPHEN, GABAPENTIN, LEVOTHYROXINE",3.02,"(2.59, 3.5)","1.05e-36",136860
"WARFARIN, ACETYLSALICYLIC ACID, AMIODARONE",3.02,"(2.53, 3.57)","6.18e-29",136860
"WARFARIN, LEVOTHYROXINE, LISINOPRIL",3.02,"(2.5, 3.62)","2.60e-25",136860
"ACETYLSALICYLIC ACID, CLOPIDOGREL, FENOFIBRATE",3.02,"(2.48, 3.64)","1.11e-23",136860
"SPIRONOLACTONE, ACETYLSALICYLIC ACID, LISINOPRIL",3.02,"(2.49, 3.62)","6.02e-25",136860
"SALBUTAMOL, FUROSEMIDE, AMLODIPINE",3.02,"(2.54, 3.55)","2.29e-30",136860
"SIMVASTATIN, ACETAMINOPHEN, FOLIC ACID",3.02,"(2.52, 3.59)","1.78e-27",136860
"POTASSIUM CHLORIDE, HYDROCODONE, LEVOTHYROXINE",3.01,"(2.43, 3.71)","1.10e-19",136860
"ACETAMINOPHEN, HYDROCODONE, LEVOTHYROXINE",3.01,"(2.76, 3.29)","4.06e-101",136860
"POTASSIUM CHLORIDE, ACETYLSALICYLIC ACID, DILTIAZEM",3.01,"(2.42, 3.72)","2.56e-19",136860
"ATENOLOL, ACETAMINOPHEN, WARFARIN",3.01,"(2.43, 3.7)","3.21e-20",136860
"ACETAMINOPHEN, ACETYLSALICYLIC ACID, FUROSEMIDE",3.01,"(2.78, 3.26)","8.60e-130",136860
"METOPROLOL, PREDNISONE, SALBUTAMOL",3.01,"(2.45, 3.67)","1.85e-21",136860
"PIOGLITAZONE, ACETYLSALICYLIC ACID, LISINOPRIL",3.01,"(2.44, 3.68)","1.00e-20",136860
"OMEPRAZOLE, ACETAMINOPHEN, LISINOPRIL",3.01,"(2.63, 3.43)","6.40e-46",136860
"ACETAMINOPHEN, ALPRAZOLAM, FLUTICASONE PROPIONATE",3.01,"(2.49, 3.62)","1.08e-24",136860
"OMEPRAZOLE, ACETAMINOPHEN, FUROSEMIDE",3.01,"(2.72, 3.32)","2.29e-79",136860
"POTASSIUM CHLORIDE, CALCIUM, FUROSEMIDE",3.01,"(2.45, 3.66)","1.34e-21",136860
"ROSUVASTATIN, ACETYLSALICYLIC ACID, FUROSEMIDE",3.01,"(2.59, 3.48)","2.50e-38",136860
"SALBUTAMOL, ALLOPURINOL, FUROSEMIDE",3,"(2.41, 3.71)","7.24e-19",136860
"ACETYLSALICYLIC ACID, DIGOXIN, AMLODIPINE",3,"(2.47, 3.63)","2.27e-23",136860
"OMEPRAZOLE, SALBUTAMOL, FUROSEMIDE",3,"(2.6, 3.45)","4.22e-41",136860
"ACETYLSALICYLIC ACID, FUROSEMIDE, LENALIDOMIDE",3,"(2.42, 3.69)","9.69e-20",136860
"ACETAMINOPHEN, ACETYLSALICYLIC ACID, CODEINE",3,"(2.61, 3.43)","1.25e-44",136860
"ACETYLSALICYLIC ACID, ISOSORBIDE MONONITRATE, AMLODIPINE",3,"(2.5, 3.57)","4.74e-27",136860
"ACETYLSALICYLIC ACID, FUROSEMIDE, ISOSORBIDE MONONITRATE",3,"(2.63, 3.4)","1.82e-48",136860
"ATENOLOL, HYDROCHLOROTHIAZIDE, LEVOTHYROXINE",2.99,"(2.4, 3.7)","5.97e-19",136860
"OMEPRAZOLE, ACETAMINOPHEN, CLOPIDOGREL",2.99,"(2.47, 3.6)","2.52e-24",136860
"METOPROLOL, SIMVASTATIN, EZETIMIBE",2.99,"(2.62, 3.41)","1.29e-46",136860
"POTASSIUM CHLORIDE, ACETAMINOPHEN, LANSOPRAZOLE",2.99,"(2.42, 3.67)","5.07e-20",136860
"LORAZEPAM, PREDNISONE, FUROSEMIDE",2.99,"(2.46, 3.62)","4.64e-23",136860
"POTASSIUM CHLORIDE, SIMVASTATIN, LISINOPRIL",2.99,"(2.46, 3.61)","1.35e-23",136860
"SIMVASTATIN, EZETIMIBE, LEVOTHYROXINE",2.99,"(2.56, 3.48)","2.35e-35",136860
"NITROGLYCERIN, ACETAMINOPHEN, CLOPIDOGREL",2.99,"(2.5, 3.55)","2.48e-27",136860
"POTASSIUM, PREDNISONE, FUROSEMIDE",2.99,"(2.45, 3.62)","7.30e-23",136860
"METOPROLOL, HYDROCHLOROTHIAZIDE, LISINOPRIL",2.99,"(2.61, 3.41)","1.15e-45",136860
"SALBUTAMOL, ESOMEPRAZOLE, FUROSEMIDE",2.99,"(2.51, 3.54)","1.45e-28",136860
"ATORVASTATIN, ACETYLSALICYLIC ACID, FENOFIBRATE",2.99,"(2.47, 3.59)","2.87e-24",136860
"METOPROLOL, NITROGLYCERIN, LISINOPRIL",2.99,"(2.52, 3.52)","5.71e-30",136860
"METOPROLOL, ACETAMINOPHEN, LISINOPRIL",2.99,"(2.63, 3.37)","1.08e-52",136860
"OMEPRAZOLE, SIMVASTATIN, FUROSEMIDE",2.98,"(2.63, 3.38)","6.18e-52",136860
"VITAMIN D, CALCIUM, FUROSEMIDE",2.98,"(2.47, 3.57)","4.12e-25",136860
"OMEPRAZOLE, SALBUTAMOL, SIMVASTATIN",2.98,"(2.51, 3.52)","3.49e-29",136860
"GABAPENTIN, LEVOTHYROXINE, LISINOPRIL",2.98,"(2.39, 3.69)","1.69e-18",136860
"SIMVASTATIN, CLOPIDOGREL, LEVOTHYROXINE",2.98,"(2.51, 3.53)","8.08e-29",136860
"SALBUTAMOL, ACETYLSALICYLIC ACID, FLUTICASONE PROPIONATE",2.98,"(2.68, 3.31)","3.84e-72",136860
"NAPROXEN, ACETAMINOPHEN, IBUPROFEN",2.98,"(2.53, 3.49)","2.36e-32",136860
"METOPROLOL, PANTOPRAZOLE, CLOPIDOGREL",2.98,"(2.51, 3.52)","3.72e-29",136860
"POTASSIUM CHLORIDE, SPIRONOLACTONE, WARFARIN",2.98,"(2.45, 3.6)","2.76e-23",136860
"METOPROLOL, ESOMEPRAZOLE, LISINOPRIL",2.98,"(2.43, 3.62)","1.11e-21",136860
"LORAZEPAM, ACETYLSALICYLIC ACID, LISINOPRIL",2.98,"(2.46, 3.58)","2.52e-24",136860
"POTASSIUM CHLORIDE, PREDNISONE, SALBUTAMOL",2.98,"(2.45, 3.58)","8.62e-24",136860
"ACETAMINOPHEN, TIOTROPIUM, FUROSEMIDE",2.98,"(2.4, 3.66)","2.41e-19",136860
"ATORVASTATIN, ACETYLSALICYLIC ACID, FENTANYL",2.98,"(2.38, 3.68)","1.92e-18",136860
"OMEPRAZOLE, ATENOLOL, ACETYLSALICYLIC ACID",2.97,"(2.59, 3.4)","3.58e-43",136860
"VITAMIN D, ACETYLSALICYLIC ACID, CALCIUM",2.97,"(2.65, 3.33)","1.48e-60",136860
"VITAMIN D, ACETYLSALICYLIC ACID, LISINOPRIL",2.97,"(2.49, 3.52)","3.81e-28",136860
"METOPROLOL, ALLOPURINOL, FUROSEMIDE",2.97,"(2.54, 3.46)","2.74e-34",136860
"OXYCODONE, ACETAMINOPHEN, CODEINE",2.97,"(2.4, 3.63)","2.65e-20",136860
"PANTOPRAZOLE, ACETYLSALICYLIC ACID, DIGOXIN",2.96,"(2.41, 3.62)","8.25e-21",136860
"METFORMIN, ACETAMINOPHEN, FUROSEMIDE",2.96,"(2.57, 3.4)","1.26e-40",136860
"SALBUTAMOL, ACETAMINOPHEN, ALPRAZOLAM",2.96,"(2.54, 3.44)","2.35e-35",136860
"PREDNISONE, ESOMEPRAZOLE, FOLIC ACID",2.96,"(2.43, 3.57)","4.62e-23",136860
"POTASSIUM, FUROSEMIDE, LISINOPRIL",2.96,"(2.44, 3.56)","2.13e-23",136860
"METOPROLOL, ATORVASTATIN, LISINOPRIL",2.96,"(2.61, 3.34)","4.82e-51",136860
"ACETAMINOPHEN, CODEINE, FUROSEMIDE",2.96,"(2.49, 3.49)","2.36e-29",136860
"NITROGLYCERIN, PANTOPRAZOLE, ACETYLSALICYLIC ACID",2.96,"(2.41, 3.59)","1.26e-21",136860
"PIOGLITAZONE, ATORVASTATIN, ACETYLSALICYLIC ACID",2.96,"(2.43, 3.57)","4.93e-23",136860
"NITROGLYCERIN, ACETAMINOPHEN, ACETYLSALICYLIC ACID",2.96,"(2.61, 3.34)","4.44e-52",136860
"VITAMIN C, VITAMIN D, CALCIUM",2.96,"(2.44, 3.55)","4.49e-24",136860
"PANTOPRAZOLE, FUROSEMIDE, AMLODIPINE",2.95,"(2.49, 3.48)","5.32e-30",136860
"POTASSIUM, FUROSEMIDE, LEVOTHYROXINE",2.95,"(2.47, 3.51)","3.41e-27",136860
"SALMETEROL, VITAMIN D, FLUTICASONE PROPIONATE",2.95,"(2.5, 3.46)","4.87e-31",136860
"POTASSIUM CHLORIDE, ATORVASTATIN, ACETYLSALICYLIC ACID",2.95,"(2.56, 3.39)","2.51e-41",136860
"METFORMIN, ACETAMINOPHEN, LISINOPRIL",2.95,"(2.54, 3.41)","1.17e-37",136860
"METFORMIN, ATORVASTATIN, WARFARIN",2.95,"(2.38, 3.62)","1.85e-19",136860
"VITAMIN D, ACETYLSALICYLIC ACID, CLOPIDOGREL",2.95,"(2.4, 3.59)","4.89e-21",136860
"ACETAMINOPHEN, FISH OIL, HYDROCODONE",2.95,"(2.39, 3.61)","2.47e-20",136860
"SIMVASTATIN, ACETYLSALICYLIC ACID, ENALAPRIL",2.95,"(2.51, 3.45)","7.01e-32",136860
"PREDNISONE, ACETYLSALICYLIC ACID, DIGOXIN",2.95,"(2.38, 3.62)","8.48e-20",136860
"PREDNISONE, VITAMIN D, CALCIUM",2.95,"(2.53, 3.41)","1.55e-36",136860
"AMLODIPINE, LEVOTHYROXINE, LISINOPRIL",2.95,"(2.45, 3.52)","3.36e-25",136860
"VALSARTAN, WARFARIN, FUROSEMIDE",2.95,"(2.41, 3.57)","3.21e-22",136860
"VITAMIN C, ACETYLSALICYLIC ACID, FUROSEMIDE",2.95,"(2.38, 3.61)","6.12e-20",136860
"METOPROLOL, ENOXAPARIN, FUROSEMIDE",2.95,"(2.38, 3.61)","6.12e-20",136860
"ACETYLSALICYLIC ACID, ESOMEPRAZOLE, AMLODIPINE",2.94,"(2.51, 3.44)","7.77e-33",136860
"SIMVASTATIN, AMLODIPINE, LISINOPRIL",2.94,"(2.54, 3.4)","3.50e-37",136860
"OMEPRAZOLE, DEXAMETHASONE, LENALIDOMIDE",2.94,"(2.47, 3.49)","2.99e-27",136860
"ACETAMINOPHEN, FLUTICASONE PROPIONATE, FUROSEMIDE",2.94,"(2.53, 3.41)","8.10e-37",136860
"SALBUTAMOL, CLOPIDOGREL, FUROSEMIDE",2.94,"(2.46, 3.5)","1.50e-26",136860
"POTASSIUM CHLORIDE, VALSARTAN, FUROSEMIDE",2.94,"(2.42, 3.55)","4.90e-23",136860
"OMEPRAZOLE, PRAVASTATIN, ACETYLSALICYLIC ACID",2.94,"(2.42, 3.54)","3.32e-23",136860
"ACETYLSALICYLIC ACID, FUROSEMIDE, IPRATROPIUM BROMIDE",2.94,"(2.53, 3.41)","6.80e-36",136860
"ATORVASTATIN, ESOMEPRAZOLE, LEVOTHYROXINE",2.94,"(2.42, 3.54)","2.25e-23",136860
"ACETYLSALICYLIC ACID, CARVEDILOL, AMLODIPINE",2.94,"(2.52, 3.42)","2.53e-34",136860
"METOPROLOL, FOLIC ACID, AMLODIPINE",2.94,"(2.35, 3.64)","3.89e-18",136860
"RAMIPRIL, ACETYLSALICYLIC ACID, AMLODIPINE",2.94,"(2.5, 3.44)","6.96e-32",136860
"LOSARTAN, ACETYLSALICYLIC ACID, AMLODIPINE",2.94,"(2.49, 3.45)","2.59e-30",136860
"VITAMIN C, ACETYLSALICYLIC ACID, LEVOTHYROXINE",2.94,"(2.36, 3.63)","1.78e-18",136860
"MONTELUKAST, SALBUTAMOL, ACETYLSALICYLIC ACID",2.94,"(2.46, 3.49)","3.61e-27",136860
"PREDNISONE, ACETYLSALICYLIC ACID, FUROSEMIDE",2.94,"(2.61, 3.29)","5.28e-59",136860
"LOSARTAN, POTASSIUM, SIMVASTATIN",2.94,"(2.48, 3.46)","9.42e-30",136860
"OMEPRAZOLE, PREDNISONE, WARFARIN",2.94,"(2.38, 3.59)","3.40e-20",136860
"SIMVASTATIN, WARFARIN, LEVOTHYROXINE",2.93,"(2.42, 3.53)","1.17e-23",136860
"ATORVASTATIN, WARFARIN, ACETYLSALICYLIC ACID",2.93,"(2.57, 3.33)","3.45e-47",136860
"SALBUTAMOL, TRIAMTERENE, HYDROCHLOROTHIAZIDE",2.93,"(2.35, 3.63)","4.41e-18",136860
"PANTOPRAZOLE, ACETYLSALICYLIC ACID, FUROSEMIDE",2.93,"(2.6, 3.3)","8.70e-56",136860
"ACETYLSALICYLIC ACID, CALCIUM, ALENDRONATE",2.93,"(2.38, 3.59)","3.62e-20",136860
"SULFAMETHOXAZOLE, TRIMETHOPRIM, ESOMEPRAZOLE",2.93,"(2.46, 3.48)","4.37e-27",136860
"TRIAMTERENE, ACETYLSALICYLIC ACID, HYDROCHLOROTHIAZIDE",2.93,"(2.56, 3.35)","2.52e-43",136860
"SALBUTAMOL, TIOTROPIUM, ESOMEPRAZOLE",2.93,"(2.36, 3.61)","6.28e-19",136860
"PANTOPRAZOLE, ACETYLSALICYLIC ACID, LEVOTHYROXINE",2.93,"(2.51, 3.39)","1.13e-35",136860
"OMEPRAZOLE, ATORVASTATIN, ACETYLSALICYLIC ACID",2.93,"(2.62, 3.27)","1.75e-62",136860
"BISOPROLOL, ACETYLSALICYLIC ACID, AMLODIPINE",2.93,"(2.39, 3.55)","1.16e-21",136860
"PREDNISONE, CALCIUM, FOLIC ACID",2.93,"(2.44, 3.49)","1.26e-25",136860
"ACETAMINOPHEN, WARFARIN, DIGOXIN",2.93,"(2.54, 3.36)","8.87e-41",136860
"POTASSIUM, WARFARIN, FUROSEMIDE",2.92,"(2.53, 3.37)","1.55e-38",136860
"ACETYLSALICYLIC ACID, DIGOXIN, LISINOPRIL",2.92,"(2.52, 3.38)","1.33e-36",136860
"POTASSIUM CHLORIDE, WARFARIN, CARVEDILOL",2.92,"(2.39, 3.55)","1.94e-21",136860
"PREDNISONE, FLUTICASONE PROPIONATE, FUROSEMIDE",2.92,"(2.44, 3.47)","1.30e-26",136860
"ACETAMINOPHEN, FOLIC ACID, IRON",2.92,"(2.4, 3.52)","8.12e-23",136860
"METOPROLOL, ACETYLSALICYLIC ACID, ALLOPURINOL",2.92,"(2.51, 3.39)","2.27e-35",136860
"ACETYLSALICYLIC ACID, CALCIUM, FISH OIL",2.92,"(2.4, 3.53)","2.78e-22",136860
"ACETAMINOPHEN, ZOLPIDEM, LEVOTHYROXINE",2.92,"(2.48, 3.42)","1.03e-30",136860
"METOPROLOL, ACETAMINOPHEN, FOLIC ACID",2.92,"(2.43, 3.48)","1.52e-25",136860
"POTASSIUM CHLORIDE, PREDNISONE, ACETYLSALICYLIC ACID",2.92,"(2.46, 3.44)","8.35e-29",136860
"POTASSIUM CHLORIDE, ACETAMINOPHEN, LISINOPRIL",2.92,"(2.47, 3.42)","1.62e-30",136860
"WARFARIN, FOLIC ACID, FUROSEMIDE",2.92,"(2.41, 3.5)","8.38e-24",136860
"METOPROLOL, NITROGLYCERIN, POTASSIUM CHLORIDE",2.92,"(2.34, 3.6)","2.77e-18",136860
"METOPROLOL, OMEPRAZOLE, FUROSEMIDE",2.92,"(2.56, 3.31)","6.25e-48",136860
"NITROGLYCERIN, CLOPIDOGREL, LISINOPRIL",2.92,"(2.41, 3.5)","8.92e-24",136860
"CLOPIDOGREL, HYDROCHLOROTHIAZIDE, AMLODIPINE",2.91,"(2.34, 3.59)","1.35e-18",136860
"AMOXICILLIN, CIPROFLOXACIN, CLAVULANATE",2.91,"(2.41, 3.49)","4.37e-24",136860
"METFORMIN, ACETYLSALICYLIC ACID, GABAPENTIN",2.91,"(2.47, 3.42)","4.52e-30",136860
"METOPROLOL, VALSARTAN, CLOPIDOGREL",2.91,"(2.33, 3.6)","4.64e-18",136860
"RAMIPRIL, ATENOLOL, ACETYLSALICYLIC ACID",2.91,"(2.41, 3.49)","3.15e-24",136860
"SALBUTAMOL, ACETAMINOPHEN, LEVOTHYROXINE",2.91,"(2.52, 3.35)","6.54e-39",136860
"METOPROLOL, SIMVASTATIN, ISOSORBIDE MONONITRATE",2.91,"(2.36, 3.55)","6.38e-20",136860
"CLOPIDOGREL, FUROSEMIDE, LISINOPRIL",2.91,"(2.51, 3.35)","3.28e-38",136860
"METFORMIN, RAMIPRIL, SIMVASTATIN",2.91,"(2.43, 3.46)","4.38e-26",136860
"ACETAMINOPHEN, HYDROCODONE, LISINOPRIL",2.91,"(2.65, 3.19)","1.25e-87",136860
"SALBUTAMOL, ACETAMINOPHEN, CLOPIDOGREL",2.91,"(2.37, 3.54)","1.34e-20",136860
"ACETYLSALICYLIC ACID, EZETIMIBE, LEVOTHYROXINE",2.91,"(2.44, 3.44)","2.89e-27",136860
"OMEPRAZOLE, POTASSIUM CHLORIDE, WARFARIN",2.91,"(2.38, 3.52)","1.92e-21",136860
"METOPROLOL, POTASSIUM, FUROSEMIDE",2.9,"(2.47, 3.39)","2.94e-31",136860
"ACETAMINOPHEN, VITAMIN D, LEVOTHYROXINE",2.9,"(2.42, 3.46)","1.80e-25",136860
