"Drug_name1","Drug_name2","OR","95.CI","Pvalue","ac"
"SALBUTAMOL, TIOTROPIUM, LISINOPRIL","SALBUTAMOL",1.87,"(1.5, 2.29)","3.87e-08",3911
"ACETYLSALICYLIC ACID, ESOMEPRAZOLE, ALPRAZOLAM","ACETYLSALICYLIC ACID",1.87,"(1.54, 2.25)","9.69e-10",13865
"ATORVASTATIN, CARVEDILOL, FUROSEMIDE","FUROSEMIDE",1.86,"(1.61, 2.15)","8.70e-16",6619
"OXYCODONE, SALMETEROL, ACETAMINOPHEN","OXYCODONE",1.86,"(1.56, 2.21)","2.94e-11",4418
"METOPROLOL, CLOPIDOGREL, EZETIMIBE","METOPROLOL",1.86,"(1.57, 2.2)","6.19e-12",6198
"ACETAMINOPHEN, HYDROCODONE, AMLODIPINE","HYDROCODONE",1.86,"(1.68, 2.07)","5.87e-28",4590
"SALBUTAMOL, VARENICLINE, FLUTICASONE PROPIONATE","FLUTICASONE PROPIONATE",1.86,"(1.5, 2.3)","5.52e-08",3257
"ACETAMINOPHEN, CODEINE, FUROSEMIDE","ACETAMINOPHEN",1.86,"(1.57, 2.2)","9.93e-12",10717
"METFORMIN, ACETAMINOPHEN, LISINOPRIL","ACETAMINOPHEN",1.86,"(1.6, 2.16)","6.57e-15",10717
"POTASSIUM CHLORIDE, SALBUTAMOL, TIOTROPIUM","SALBUTAMOL",1.86,"(1.47, 2.34)","7.46e-07",3911
"ACETYLSALICYLIC ACID, ADALIMUMAB, FOLIC ACID","ADALIMUMAB",1.86,"(1.44, 2.38)","4.15e-06",2865
"RANITIDINE, SALMETEROL, FLUTICASONE PROPIONATE","FLUTICASONE PROPIONATE",1.86,"(1.52, 2.26)","5.84e-09",3257
"ATENOLOL, ACETAMINOPHEN, FUROSEMIDE","ATENOLOL",1.86,"(1.61, 2.15)","2.51e-15",4333
"PANTOPRAZOLE, ACETYLSALICYLIC ACID, LISINOPRIL","LISINOPRIL",1.86,"(1.6, 2.16)","1.57e-14",5419
"SALBUTAMOL, FLUTICASONE PROPIONATE, LISINOPRIL","SALBUTAMOL",1.86,"(1.6, 2.16)","2.74e-14",3911
"POTASSIUM, CARVEDILOL, FUROSEMIDE","FUROSEMIDE",1.86,"(1.52, 2.27)","1.04e-08",6619
"SALBUTAMOL, CLOPIDOGREL, IPRATROPIUM BROMIDE","IPRATROPIUM BROMIDE",1.86,"(1.51, 2.28)","1.22e-08",1215
"ADALIMUMAB, ALENDRONATE, FOLIC ACID","ADALIMUMAB",1.86,"(1.37, 2.48)","9.01e-05",2865
"VINCRISTINE, DEXAMETHASONE, DOXORUBICIN","DEXAMETHASONE",1.86,"(1.57, 2.19)","2.64e-12",2534
"ATORVASTATIN, TAMSULOSIN, ACETYLSALICYLIC ACID","TAMSULOSIN",1.86,"(1.49, 2.31)","8.81e-08",1169
"ATORVASTATIN, FUROSEMIDE, LANSOPRAZOLE","FUROSEMIDE",1.86,"(1.55, 2.22)","2.37e-10",6619
"OXYCODONE, ACETAMINOPHEN, LEVOTHYROXINE","LEVOTHYROXINE",1.86,"(1.65, 2.09)","3.80e-22",8111
"SALBUTAMOL, FLUTICASONE PROPIONATE, FUROSEMIDE","SALBUTAMOL",1.86,"(1.64, 2.1)","3.38e-20",3911
"STAVUDINE, ZIDOVUDINE, LAMIVUDINE","ZIDOVUDINE",1.86,"(1.36, 2.5)","8.14e-05",377
"METFORMIN, INSULIN GLARGINE, INSULIN LISPRO","INSULIN GLARGINE",1.86,"(1.47, 2.33)","5.44e-07",1579
"ACETAMINOPHEN, BUDESONIDE, FORMOTEROL","BUDESONIDE",1.86,"(1.46, 2.34)","6.77e-07",1317
"ACETAMINOPHEN, FLUTICASONE PROPIONATE, FUROSEMIDE","ACETAMINOPHEN",1.86,"(1.6, 2.15)","1.73e-14",10717
"METOPROLOL, PANTOPRAZOLE, CLOPIDOGREL","PANTOPRAZOLE",1.86,"(1.56, 2.2)","2.83e-11",3314
"FLUTICASONE PROPIONATE, FUROSEMIDE, LISINOPRIL","FUROSEMIDE",1.86,"(1.53, 2.25)","2.82e-09",6619
"PREGABALIN, SALMETEROL, FLUTICASONE PROPIONATE","FLUTICASONE PROPIONATE",1.86,"(1.48, 2.31)","1.60e-07",3257
"ACETAMINOPHEN, HYDROCODONE, LISINOPRIL","ACETAMINOPHEN",1.86,"(1.69, 2.04)","2.86e-33",10717
"METFORMIN, OMEPRAZOLE, AMLODIPINE","METFORMIN",1.86,"(1.45, 2.35)","1.91e-06",4985
"ATORVASTATIN, ACETYLSALICYLIC ACID, FISH OIL","FISH OIL",1.86,"(1.55, 2.22)","5.53e-11",1366
"LORAZEPAM, ACETYLSALICYLIC ACID, AMLODIPINE","AMLODIPINE",1.86,"(1.52, 2.26)","7.74e-09",6244
"SIMVASTATIN, FUROSEMIDE, INSULIN GLARGINE","FUROSEMIDE",1.86,"(1.54, 2.23)","4.94e-10",6619
"METOPROLOL, SPIRONOLACTONE, ACETYLSALICYLIC ACID","SPIRONOLACTONE",1.86,"(1.51, 2.27)","2.09e-08",1531
"ACETYLSALICYLIC ACID, GLYBURIDE, LISINOPRIL","GLYBURIDE",1.86,"(1.49, 2.29)","7.04e-08",1127
"METFORMIN, ALLOPURINOL, FUROSEMIDE","METFORMIN",1.86,"(1.46, 2.33)","6.99e-07",4985
"ATORVASTATIN, VALSARTAN, FUROSEMIDE","VALSARTAN",1.86,"(1.5, 2.28)","2.64e-08",3035
"SIMVASTATIN, ACETYLSALICYLIC ACID, CARVEDILOL","CARVEDILOL",1.86,"(1.63, 2.11)","9.61e-19",2012
"ATORVASTATIN, FUROSEMIDE, INSULIN GLARGINE","FUROSEMIDE",1.86,"(1.52, 2.25)","2.88e-09",6619
"LOSARTAN, SIMVASTATIN, FUROSEMIDE","LOSARTAN",1.86,"(1.54, 2.22)","2.06e-10",2378
"ACETAMINOPHEN, FISH OIL, HYDROCODONE","ACETAMINOPHEN",1.86,"(1.5, 2.27)","2.42e-08",10717
"ACETYLSALICYLIC ACID, CLOPIDOGREL, ESOMEPRAZOLE","ESOMEPRAZOLE",1.86,"(1.59, 2.16)","7.60e-14",4163
"ATENOLOL, SALMETEROL, FLUTICASONE PROPIONATE","SALMETEROL",1.86,"(1.49, 2.29)","6.57e-08",2396
"ACETAMINOPHEN, HYDROCHLOROTHIAZIDE, AMLODIPINE","AMLODIPINE",1.86,"(1.57, 2.18)","1.69e-12",6244
"POTASSIUM CHLORIDE, ACETAMINOPHEN, HYDROCODONE","HYDROCODONE",1.86,"(1.67, 2.06)","6.42e-29",4590
"SIMVASTATIN, FUROSEMIDE, GABAPENTIN","GABAPENTIN",1.86,"(1.58, 2.17)","4.73e-13",4852
"TRIMETHOPRIM, VINCRISTINE, DOXORUBICIN","DOXORUBICIN",1.86,"(1.35, 2.5)","1.69e-04",825
"OMEPRAZOLE, ACETAMINOPHEN, TRAMADOL","OMEPRAZOLE",1.86,"(1.6, 2.14)","2.25e-15",6244
"RITONAVIR, STAVUDINE, LOPINAVIR","STAVUDINE",1.86,"(1.35, 2.53)","9.20e-05",191
"OMEPRAZOLE, ACETYLSALICYLIC ACID, AMLODIPINE","AMLODIPINE",1.86,"(1.64, 2.09)","4.44e-21",6244
"ACETAMINOPHEN, TRAMADOL, LEVOTHYROXINE","LEVOTHYROXINE",1.86,"(1.56, 2.2)","2.74e-11",8111
"WARFARIN, CARVEDILOL, DIGOXIN","WARFARIN",1.86,"(1.57, 2.18)","1.54e-12",4188
"SALBUTAMOL, HYDROCODONE, LEVOTHYROXINE","LEVOTHYROXINE",1.86,"(1.53, 2.24)","1.49e-09",8111
"ATORVASTATIN, VALSARTAN, FUROSEMIDE","FUROSEMIDE",1.86,"(1.5, 2.27)","1.98e-08",6619
"ACETYLSALICYLIC ACID, FENTANYL, FUROSEMIDE","FUROSEMIDE",1.86,"(1.56, 2.2)","2.78e-11",6619
"SALBUTAMOL, VARENICLINE, FLUTICASONE PROPIONATE","SALBUTAMOL",1.86,"(1.49, 2.29)","8.54e-08",3911
"METFORMIN, INSULIN ASPART, INSULIN GLARGINE","INSULIN GLARGINE",1.86,"(1.44, 2.36)","2.48e-06",1579
"ACETAMINOPHEN, ACETYLSALICYLIC ACID, CALCIUM CARBONATE","CALCIUM CARBONATE",1.85,"(1.53, 2.24)","1.10e-09",1371
"OXYCODONE, SALBUTAMOL, IPRATROPIUM BROMIDE","OXYCODONE",1.85,"(1.57, 2.18)","2.39e-12",4418
"SALBUTAMOL, WARFARIN, DIGOXIN","SALBUTAMOL",1.85,"(1.54, 2.22)","4.05e-10",3911
"METOPROLOL, FUROSEMIDE, IPRATROPIUM BROMIDE","METOPROLOL",1.85,"(1.53, 2.23)","1.75e-09",6198
"SALBUTAMOL, DILTIAZEM, FUROSEMIDE","FUROSEMIDE",1.85,"(1.53, 2.23)","1.57e-09",6619
"PANTOPRAZOLE, FUROSEMIDE, LEVOFLOXACIN","LEVOFLOXACIN",1.85,"(1.53, 2.22)","4.22e-10",2880
"SALBUTAMOL, SALMETEROL, HYDROCHLOROTHIAZIDE","SALMETEROL",1.85,"(1.51, 2.25)","9.19e-09",2396
"OMEPRAZOLE, ATORVASTATIN, LISINOPRIL","OMEPRAZOLE",1.85,"(1.54, 2.22)","3.33e-10",6244
"TAMSULOSIN, ACETYLSALICYLIC ACID, FUROSEMIDE","FUROSEMIDE",1.85,"(1.54, 2.22)","4.67e-10",6619
"OMEPRAZOLE, SIMVASTATIN, FLUTICASONE PROPIONATE","OMEPRAZOLE",1.85,"(1.49, 2.28)","5.61e-08",6244
"ONDANSETRON, ACETAMINOPHEN, ACETYLSALICYLIC ACID","ACETYLSALICYLIC ACID",1.85,"(1.58, 2.16)","4.86e-13",13865
"METFORMIN, ATORVASTATIN, LISINOPRIL","METFORMIN",1.85,"(1.59, 2.15)","9.38e-14",4985
"LOSARTAN, FUROSEMIDE, LEVOTHYROXINE","FUROSEMIDE",1.85,"(1.49, 2.27)","3.69e-08",6619
"METOPROLOL, PREDNISONE, CLOPIDOGREL","CLOPIDOGREL",1.85,"(1.5, 2.26)","1.63e-08",4276
"PREDNISONE, SALMETEROL, TIOTROPIUM","SALMETEROL",1.85,"(1.5, 2.27)","3.23e-08",2396
"POTASSIUM, FUROSEMIDE, AMLODIPINE","POTASSIUM",1.85,"(1.52, 2.23)","1.68e-09",2065
"PREDNISONE, ACETYLSALICYLIC ACID, ADALIMUMAB","ADALIMUMAB",1.85,"(1.36, 2.47)","1.21e-04",2865
"POTASSIUM CHLORIDE, SIMVASTATIN, AMLODIPINE","POTASSIUM CHLORIDE",1.85,"(1.48, 2.29)","1.20e-07",2515
"PREDNISONE, SALBUTAMOL, FUROSEMIDE","SALBUTAMOL",1.85,"(1.58, 2.15)","8.34e-14",3911
"TIOTROPIUM, ACETYLSALICYLIC ACID, LISINOPRIL","LISINOPRIL",1.85,"(1.49, 2.27)","5.03e-08",5419
"ALLOPURINOL, FUROSEMIDE, LISINOPRIL","LISINOPRIL",1.85,"(1.54, 2.21)","2.68e-10",5419
"METFORMIN, POTASSIUM CHLORIDE, ACETAMINOPHEN","POTASSIUM CHLORIDE",1.85,"(1.5, 2.27)","2.57e-08",2515
"CLOPIDOGREL, EZETIMIBE, FUROSEMIDE","FUROSEMIDE",1.85,"(1.5, 2.26)","2.63e-08",6619
"METOPROLOL, ACETYLSALICYLIC ACID, HYDROCODONE","ACETYLSALICYLIC ACID",1.85,"(1.63, 2.09)","2.03e-19",13865
"SIMVASTATIN, FUROSEMIDE, AMLODIPINE","AMLODIPINE",1.85,"(1.62, 2.11)","8.18e-18",6244
"ONDANSETRON, PACLITAXEL, CARBOPLATIN","CARBOPLATIN",1.85,"(1.3, 2.57)","6.85e-04",509
"ACETAMINOPHEN, WARFARIN, DIGOXIN","ACETAMINOPHEN",1.85,"(1.6, 2.12)","6.44e-16",10717
"SALMETEROL, FUROSEMIDE, IPRATROPIUM BROMIDE","SALMETEROL",1.85,"(1.49, 2.28)","7.13e-08",2396
"METOPROLOL, OMEPRAZOLE, SALBUTAMOL","OMEPRAZOLE",1.85,"(1.52, 2.24)","4.39e-09",6244
"METOPROLOL, POTASSIUM CHLORIDE, DIGOXIN","METOPROLOL",1.85,"(1.56, 2.18)","1.74e-11",6198
"ACETYLSALICYLIC ACID, FLUTICASONE PROPIONATE, IPRATROPIUM BROMIDE","ACETYLSALICYLIC ACID",1.85,"(1.56, 2.17)","4.17e-12",13865
"PREDNISONE, ACETYLSALICYLIC ACID, ESOMEPRAZOLE","ACETYLSALICYLIC ACID",1.85,"(1.55, 2.19)","2.72e-11",13865
"WARFARIN, ACETYLSALICYLIC ACID, FOLIC ACID","ACETYLSALICYLIC ACID",1.85,"(1.51, 2.25)","1.09e-08",13865
"METOPROLOL, SALMETEROL, ACETYLSALICYLIC ACID","SALMETEROL",1.85,"(1.49, 2.28)","7.27e-08",2396
"OMEPRAZOLE, ACETAMINOPHEN, LISINOPRIL","OMEPRAZOLE",1.85,"(1.61, 2.11)","9.66e-17",6244
"OMEPRAZOLE, ACETYLSALICYLIC ACID, IRON","OMEPRAZOLE",1.85,"(1.54, 2.2)","1.80e-10",6244
"SIMVASTATIN, TAMSULOSIN, ACETYLSALICYLIC ACID","TAMSULOSIN",1.85,"(1.5, 2.26)","2.21e-08",1169
"SIMVASTATIN, AMLODIPINE, LEVOTHYROXINE","LEVOTHYROXINE",1.85,"(1.57, 2.16)","1.00e-12",8111
"OMEPRAZOLE, ACETAMINOPHEN, ALENDRONATE","ALENDRONATE",1.85,"(1.56, 2.18)","6.87e-12",5048
"VITAMIN D, ACETYLSALICYLIC ACID, FUROSEMIDE","FUROSEMIDE",1.85,"(1.56, 2.17)","4.28e-12",6619
"VITAMIN D, CALCIUM, FOLIC ACID","FOLIC ACID",1.85,"(1.51, 2.24)","5.04e-09",2656
"METOPROLOL, ACETYLSALICYLIC ACID, CALCIUM CARBONATE","CALCIUM CARBONATE",1.85,"(1.48, 2.28)","8.42e-08",1371
"ACETAMINOPHEN, ACETYLSALICYLIC ACID, FOLIC ACID","FOLIC ACID",1.85,"(1.58, 2.15)","3.71e-13",2656
"METHOTREXATE, FOLIC ACID, HYDROCODONE","METHOTREXATE",1.85,"(1.41, 2.38)","9.19e-06",2396
"METOPROLOL, ACETYLSALICYLIC ACID, CALCIUM CARBONATE","ACETYLSALICYLIC ACID",1.85,"(1.49, 2.26)","3.44e-08",13865
"ATENOLOL, SIMVASTATIN, AMLODIPINE","ATENOLOL",1.85,"(1.56, 2.17)","5.24e-12",4333
"POTASSIUM CHLORIDE, SALMETEROL, FUROSEMIDE","SALMETEROL",1.85,"(1.52, 2.22)","1.48e-09",2396
"POTASSIUM, ACETYLSALICYLIC ACID, CLAVULANATE","CLAVULANATE",1.85,"(1.48, 2.29)","1.08e-07",686
"SALBUTAMOL, ACETAMINOPHEN, IPRATROPIUM BROMIDE","SALBUTAMOL",1.85,"(1.64, 2.07)","1.95e-22",3911
"SIMVASTATIN, ACETYLSALICYLIC ACID, FUROSEMIDE","ACETYLSALICYLIC ACID",1.85,"(1.71, 1.99)","1.90e-50",13865
"FUROSEMIDE, INSULIN GLARGINE, LEVOTHYROXINE","FUROSEMIDE",1.85,"(1.5, 2.26)","2.76e-08",6619
"LORAZEPAM, SALBUTAMOL, SALMETEROL","LORAZEPAM",1.85,"(1.51, 2.24)","4.98e-09",3224
"ACETAMINOPHEN, FUROSEMIDE, LANSOPRAZOLE","LANSOPRAZOLE",1.85,"(1.58, 2.14)","6.84e-14",3261
"POTASSIUM CHLORIDE, WARFARIN, CARVEDILOL","CARVEDILOL",1.85,"(1.5, 2.25)","1.67e-08",2012
"METOPROLOL, NITROGLYCERIN, WARFARIN","NITROGLYCERIN",1.85,"(1.49, 2.27)","2.81e-08",1377
"METHOTREXATE, METOPROLOL, FOLIC ACID","METHOTREXATE",1.85,"(1.41, 2.38)","1.43e-05",2396
"ACETAMINOPHEN, VITAMIN D, ACETYLSALICYLIC ACID","ACETYLSALICYLIC ACID",1.85,"(1.6, 2.12)","6.74e-16",13865
"METHOTREXATE, FOLIC ACID, IBUPROFEN","METHOTREXATE",1.85,"(1.33, 2.5)","2.76e-04",2396
"METOPROLOL, AMLODIPINE, LISINOPRIL","AMLODIPINE",1.85,"(1.61, 2.11)","2.72e-17",6244
"SIMVASTATIN, ACETYLSALICYLIC ACID, EZETIMIBE","ACETYLSALICYLIC ACID",1.85,"(1.68, 2.03)","1.51e-32",13865
"LOSARTAN, METOPROLOL, SIMVASTATIN","LOSARTAN",1.85,"(1.51, 2.24)","6.84e-09",2378
"LORAZEPAM, ACETYLSALICYLIC ACID, AMLODIPINE","LORAZEPAM",1.85,"(1.5, 2.25)","1.25e-08",3224
"MONTELUKAST, ACETAMINOPHEN, FLUTICASONE PROPIONATE","FLUTICASONE PROPIONATE",1.84,"(1.53, 2.22)","1.09e-09",3257
"PANTOPRAZOLE, FUROSEMIDE, LEVOTHYROXINE","FUROSEMIDE",1.84,"(1.57, 2.16)","1.48e-12",6619
"ATORVASTATIN, VITAMIN D, ACETYLSALICYLIC ACID","ACETYLSALICYLIC ACID",1.84,"(1.57, 2.15)","3.95e-13",13865
"PEGINTERFERON ALFA-2A, RIBAVIRIN, TELAPREVIR","TELAPREVIR",1.84,"(1.27, 2.71)","7.12e-04",147
"POTASSIUM CHLORIDE, FUROSEMIDE, IPRATROPIUM BROMIDE","POTASSIUM CHLORIDE",1.84,"(1.56, 2.17)","3.63e-12",2515
"SALBUTAMOL, TIOTROPIUM, LEVOTHYROXINE","TIOTROPIUM",1.84,"(1.4, 2.4)","1.85e-05",1251
"VITAMIN D, CALCIUM, ALENDRONATE","CALCIUM",1.84,"(1.63, 2.08)","6.66e-21",3520
"WARFARIN, ACETYLSALICYLIC ACID, LISINOPRIL","LISINOPRIL",1.84,"(1.61, 2.1)","1.28e-17",5419
"OMEPRAZOLE, GABAPENTIN, LISINOPRIL","GABAPENTIN",1.84,"(1.53, 2.21)","4.92e-10",4852
"LORAZEPAM, SALBUTAMOL, ACETYLSALICYLIC ACID","LORAZEPAM",1.84,"(1.51, 2.23)","3.66e-09",3224
"PANTOPRAZOLE, FUROSEMIDE, AMLODIPINE","PANTOPRAZOLE",1.84,"(1.55, 2.18)","2.02e-11",3314
"METFORMIN, ACETYLSALICYLIC ACID, FENOFIBRATE","METFORMIN",1.84,"(1.5, 2.24)","1.60e-08",4985
"SALMETEROL, CELECOXIB, FLUTICASONE PROPIONATE","SALMETEROL",1.84,"(1.45, 2.31)","9.83e-07",2396
"SALBUTAMOL, SALMETEROL, SIMVASTATIN","SALMETEROL",1.84,"(1.54, 2.2)","1.88e-10",2396
"PREDNISONE, WARFARIN, DIGOXIN","DIGOXIN",1.84,"(1.45, 2.31)","7.88e-07",1683
"SALBUTAMOL, FLUTICASONE PROPIONATE, AMLODIPINE","FLUTICASONE PROPIONATE",1.84,"(1.54, 2.19)","5.63e-11",3257
"METOPROLOL, PANTOPRAZOLE, FUROSEMIDE","METOPROLOL",1.84,"(1.61, 2.1)","2.33e-17",6198
"ACETAMINOPHEN, ZOLPIDEM, LEVOTHYROXINE","ACETAMINOPHEN",1.84,"(1.56, 2.16)","4.69e-12",10717
"METOPROLOL, POTASSIUM CHLORIDE, PREDNISONE","METOPROLOL",1.84,"(1.49, 2.25)","3.53e-08",6198
"SERTRALINE, ACETYLSALICYLIC ACID, FUROSEMIDE","FUROSEMIDE",1.84,"(1.52, 2.22)","2.78e-09",6619
"METOPROLOL, OMEPRAZOLE, PREDNISONE","METOPROLOL",1.84,"(1.54, 2.18)","5.79e-11",6198
"POTASSIUM CHLORIDE, ACETAMINOPHEN, LISINOPRIL","ACETAMINOPHEN",1.84,"(1.56, 2.16)","6.00e-12",10717
"SALBUTAMOL, SALMETEROL, LISINOPRIL","SALBUTAMOL",1.84,"(1.56, 2.16)","6.50e-12",3911
"ATENOLOL, ACETAMINOPHEN, HYDROCHLOROTHIAZIDE","ATENOLOL",1.84,"(1.55, 2.18)","2.65e-11",4333
"OMEPRAZOLE, ACETAMINOPHEN, FOLIC ACID","FOLIC ACID",1.84,"(1.54, 2.18)","4.73e-11",2656
"LORAZEPAM, FUROSEMIDE, LEVOTHYROXINE","LEVOTHYROXINE",1.84,"(1.52, 2.22)","2.50e-09",8111
"RITONAVIR, ABACAVIR, LOPINAVIR","RITONAVIR",1.84,"(1.48, 2.27)","1.01e-07",825
"SALBUTAMOL, CETIRIZINE, FLUTICASONE PROPIONATE","FLUTICASONE PROPIONATE",1.84,"(1.53, 2.2)","4.41e-10",3257
"MONTELUKAST, ACETYLSALICYLIC ACID, FLUTICASONE PROPIONATE","MONTELUKAST",1.84,"(1.49, 2.25)","2.77e-08",1702
"ACETAMINOPHEN, FOLIC ACID, IRON","ACETAMINOPHEN",1.84,"(1.51, 2.22)","3.21e-09",10717
"OMEPRAZOLE, SALBUTAMOL, FUROSEMIDE","OMEPRAZOLE",1.84,"(1.59, 2.12)","4.78e-15",6244
"METOPROLOL, ACETAMINOPHEN, FOLIC ACID","ACETAMINOPHEN",1.84,"(1.53, 2.2)","3.52e-10",10717
"POTASSIUM CHLORIDE, ACETAMINOPHEN, AMLODIPINE","POTASSIUM CHLORIDE",1.84,"(1.53, 2.19)","1.89e-10",2515
"METFORMIN, ATORVASTATIN, GLIPIZIDE","GLIPIZIDE",1.84,"(1.53, 2.2)","2.10e-10",1189
"ACETYLSALICYLIC ACID, ESOMEPRAZOLE, HYDROCHLOROTHIAZIDE","ACETYLSALICYLIC ACID",1.84,"(1.55, 2.17)","2.03e-11",13865
"ATENOLOL, ACETYLSALICYLIC ACID, FUROSEMIDE","FUROSEMIDE",1.84,"(1.62, 2.08)","9.85e-20",6619
"ACETYLSALICYLIC ACID, DILTIAZEM, FUROSEMIDE","DILTIAZEM",1.84,"(1.59, 2.11)","4.91e-16",1848
"ARIPIPRAZOLE, QUETIAPINE, VALPROIC ACID","QUETIAPINE",1.84,"(1.35, 2.45)","1.47e-04",2018
"OMEPRAZOLE, ACETAMINOPHEN, ACETYLSALICYLIC ACID","ACETAMINOPHEN",1.84,"(1.67, 2.02)","3.99e-31",10717
"SALBUTAMOL, ACETAMINOPHEN, LEVOTHYROXINE","ACETAMINOPHEN",1.84,"(1.59, 2.12)","4.14e-15",10717
"MERCAPTOPURINE, METHOTREXATE, VINCRISTINE","VINCRISTINE",1.84,"(1.32, 2.5)","2.84e-04",554
"OMEPRAZOLE, POTASSIUM CHLORIDE, ACETAMINOPHEN","POTASSIUM CHLORIDE",1.84,"(1.58, 2.13)","1.97e-14",2515
"OMEPRAZOLE, SERTRALINE, ACETYLSALICYLIC ACID","OMEPRAZOLE",1.84,"(1.49, 2.25)","5.12e-08",6244
"METOPROLOL, ACETYLSALICYLIC ACID, LANSOPRAZOLE","ACETYLSALICYLIC ACID",1.84,"(1.58, 2.13)","5.68e-14",13865
"OMEPRAZOLE, SIMVASTATIN, FUROSEMIDE","OMEPRAZOLE",1.84,"(1.61, 2.08)","9.94e-19",6244
"NITROGLYCERIN, ACETAMINOPHEN, FUROSEMIDE","NITROGLYCERIN",1.84,"(1.58, 2.14)","4.07e-14",1377
"METOPROLOL, RANITIDINE, ACETYLSALICYLIC ACID","ACETYLSALICYLIC ACID",1.84,"(1.55, 2.16)","7.01e-12",13865
"PANTOPRAZOLE, ACETYLSALICYLIC ACID, LEVOTHYROXINE","PANTOPRAZOLE",1.84,"(1.57, 2.14)","2.02e-13",3314
"SIMVASTATIN, ACETYLSALICYLIC ACID, LEVOTHYROXINE","LEVOTHYROXINE",1.84,"(1.66, 2.02)","1.20e-30",8111
"DIGOXIN, FUROSEMIDE, AMLODIPINE","DIGOXIN",1.84,"(1.49, 2.24)","2.61e-08",1683
"PANTOPRAZOLE, ACETYLSALICYLIC ACID, DIGOXIN","PANTOPRAZOLE",1.84,"(1.49, 2.25)","3.67e-08",3314
"ACETYLSALICYLIC ACID, DIGOXIN, AMIODARONE","AMIODARONE",1.84,"(1.48, 2.26)","5.92e-08",1096
"ACETYLSALICYLIC ACID, FLUTICASONE PROPIONATE, LISINOPRIL","ACETYLSALICYLIC ACID",1.84,"(1.56, 2.15)","1.23e-12",13865
"OLANZAPINE, QUETIAPINE, TRAZODONE","OLANZAPINE",1.84,"(1.39, 2.38)","1.73e-05",1240
"SIMVASTATIN, ZOLPIDEM, ACETYLSALICYLIC ACID","ZOLPIDEM",1.84,"(1.54, 2.18)","7.52e-11",3296
"SALMETEROL, TIOTROPIUM, LISINOPRIL","SALMETEROL",1.84,"(1.42, 2.34)","4.51e-06",2396
"OXYGEN, SALBUTAMOL, IPRATROPIUM BROMIDE","OXYGEN",1.84,"(1.39, 2.39)","1.62e-05",378
"POTASSIUM CHLORIDE, SPIRONOLACTONE, DIGOXIN","POTASSIUM CHLORIDE",1.84,"(1.5, 2.23)","1.68e-08",2515
"ACETAMINOPHEN, ACETYLSALICYLIC ACID, CALCIUM CARBONATE","ACETYLSALICYLIC ACID",1.84,"(1.52, 2.2)","5.79e-10",13865
"ONDANSETRON, CYCLOPHOSPHAMIDE, DOXORUBICIN","ONDANSETRON",1.83,"(1.42, 2.34)","4.98e-06",1350
"CARVEDILOL, FUROSEMIDE, INSULIN GLARGINE","FUROSEMIDE",1.83,"(1.48, 2.25)","7.35e-08",6619
"ACETYLSALICYLIC ACID, IBUPROFEN, LISINOPRIL","LISINOPRIL",1.83,"(1.5, 2.23)","1.43e-08",5419
"CARVEDILOL, CLOPIDOGREL, FUROSEMIDE","CARVEDILOL",1.83,"(1.57, 2.14)","2.05e-13",2012
"LORAZEPAM, SALMETEROL, FLUTICASONE PROPIONATE","SALMETEROL",1.83,"(1.51, 2.21)","1.91e-09",2396
"NITROGLYCERIN, PANTOPRAZOLE, ACETYLSALICYLIC ACID","PANTOPRAZOLE",1.83,"(1.49, 2.24)","1.79e-08",3314
"NITROGLYCERIN, DIGOXIN, FUROSEMIDE","FUROSEMIDE",1.83,"(1.54, 2.17)","4.30e-11",6619
"METFORMIN, CLOPIDOGREL, FUROSEMIDE","METFORMIN",1.83,"(1.5, 2.22)","6.04e-09",4985
"METOLAZONE, ACETYLSALICYLIC ACID, FUROSEMIDE","ACETYLSALICYLIC ACID",1.83,"(1.51, 2.21)","4.76e-09",13865
"OXYCODONE, ACETAMINOPHEN, CLOPIDOGREL","CLOPIDOGREL",1.83,"(1.53, 2.18)","1.37e-10",4276
"METOPROLOL, ACETAMINOPHEN, FUROSEMIDE","ACETAMINOPHEN",1.83,"(1.65, 2.03)","3.89e-26",10717
"FOLIC ACID, FUROSEMIDE, LISINOPRIL","LISINOPRIL",1.83,"(1.49, 2.24)","3.14e-08",5419
"METOPROLOL, SIMVASTATIN, FLUTICASONE PROPIONATE","METOPROLOL",1.83,"(1.47, 2.26)","9.51e-08",6198
"POTASSIUM CHLORIDE, CARVEDILOL, FUROSEMIDE","FUROSEMIDE",1.83,"(1.6, 2.09)","7.21e-17",6619
"ACETYLSALICYLIC ACID, ESOMEPRAZOLE, HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE",1.83,"(1.54, 2.17)","3.02e-11",5169
"AMOXICILLIN, SALBUTAMOL, CLAVULANATE","SALBUTAMOL",1.83,"(1.47, 2.26)","1.64e-07",3911
"OMEPRAZOLE, ACETYLSALICYLIC ACID, CALCIUM","ACETYLSALICYLIC ACID",1.83,"(1.54, 2.16)","2.80e-11",13865
"QUETIAPINE, RISPERIDONE, CLONAZEPAM","QUETIAPINE",1.83,"(1.38, 2.38)","3.09e-05",2018
"ACETAMINOPHEN, FLUTICASONE PROPIONATE, LISINOPRIL","LISINOPRIL",1.83,"(1.51, 2.2)","1.43e-09",5419
